Shop,AFFECTED_COMPONENT,FAILURE_NAME,CURRENT_UTILITY,OPTIMAL_UTILITY,CRITICALITY,COSTS,CONNECTIVITY,RELIABILITY,IMPORTANCE,PROVIDED_INTERFACE,REQUIRED_INTERFACE,ADT,RULE, PMax,alpha,In Use REPLICA,LOAD
mRUBiS #1,Recommendation Item Filter,CF3,0.0,7650.426911490047,30.0,1.66,3,0.5,22.0,2,1,1.1976517633224057,HwRedeployComponent,5.804851082669145,144.24966512464175,5.0,176.0
mRUBiS #1,Inventory Service,CF3,0.0,9762.030924151306,11.0,1.69,4,0.5,22.0,2,2,1.2034417871620937,HwRedeployComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Recommendation Item Filter,CF3,0.0,7650.426911490047,30.0,1.66,3,0.5,22.0,2,1,1.1976517633224057,HwRedeployComponent,5.804851082669145,144.24966512464175,5.0,176.0
mRUBiS #1,Availability Item Filter,CF2,9.094947017729282E-13,6032.932736762493,23.0,1.64,3,0.5,22.0,2,1,1.1102981576479085,LwRedeployComponent,5.972367310611631,77.34298858308269,15.0,285.0
mRUBiS #1,Reputation Service,CF3,1.8189894035458565E-12,16307.95995095885,23.0,1.6899999999999997,4,0.5,22.0,0,4,1.2968167080751751,HwRedeployComponent,12.901919461091776,123.4888734227509,11.0,106.0
mRUBiS #1,Recommendation Item Filter,CF5,0.0,7589.553725124835,30.0,0.5,3,0.5,22.0,2,1,1.1976517633224057,AddReplica,5.804851082669145,144.24966512464175,5.0,470.0
mRUBiS #1,Reputation Service,CF5,1.8189894035458565E-12,16307.959948718324,23.0,0.6,4,0.5,22.0,0,4,1.2968167080751751,RemoveReplica,12.901919461091776,123.4888734227509,11.0,106.0
mRUBiS #1,Reputation Service,CF5,-1.8189894035458565E-12,16297.278852833957,23.0,0.6,4,0.5,22.0,0,4,1.2968167080751751,RemoveReplica,12.901919461091776,123.4888734227509,10.0,277.0
mRUBiS #1,Last Second Sales Item Filter,CF1,0.0,3055.220967836354,12.0,1.66,3,0.5,22.0,2,1,1.1604415902664231,HwRedeployComponent,5.8861767600299455,77.14137943510077,9.0,277.0
mRUBiS #1,Last Second Sales Item Filter,CF5,0.0,3024.954822845827,12.0,0.6,3,0.5,22.0,2,1,1.1604415902664231,RemoveReplica,5.8861767600299455,77.14137943510077,9.0,277.0
mRUBiS #1,Inventory Service,CF2,0.0,9762.030924151306,11.0,1.64,4,0.5,22.0,2,2,1.2034417871620937,LwRedeployComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Region Item Filter,CF3,9.094947017729282E-13,5604.166924805616,24.0,1.63,2,0.5,22.0,1,1,1.175641638639615,HwRedeployComponent,5.323259164684098,154.1970895537866,5.0,202.0
mRUBiS #1,Region Item Filter,CF5,9.094947017729282E-13,5584.6162596823715,24.0,0.6,2,0.5,22.0,1,1,1.175641638639615,RemoveReplica,5.323259164684098,154.1970895537866,5.0,202.0
mRUBiS #1,Item Management Service,CF2,-3.637978807091713E-12,18480.55531332459,25.0,1.6899999999999997,4,0.5,22.0,0,4,1.0771552504234878,HwRedeployComponent,13.448237720602824,126.90117522485181,11.0,82.0
mRUBiS #1,Item Management Service,CF5,-3.637978807091713E-12,18480.55531332331,25.0,0.6,4,0.5,22.0,0,4,1.0771552504234878,RemoveReplica,13.448237720602824,126.90117522485181,11.0,82.0
mRUBiS #1,Past Sales Item Filter,CF3,0.0,11579.686165488913,16.0,1.66,3,0.5,22.0,2,1,1.2672395839304218,HwRedeployComponent,16.46641841097758,88.50170647587598,4.0,73.0
mRUBiS #1,Reputation Service,CF1,0.0,16297.278852833959,23.0,1.53,4,0.5,22.0,0,4,1.2968167080751751,LwRedeployComponent,12.901919461091776,123.4888734227509,9.0,277.0
mRUBiS #1,Query Service,CF3,0.0,73224.80557773133,27.0,2.1999999999999997,21,0.5,22.0,20,1,1.1016192018337365,HwRedeployComponent,6.1646314621001395,85.67035108530558,24.0,500.0
mRUBiS #1,Item Management Service,CF3,0.0,18480.555313323315,25.0,1.6899999999999997,4,0.5,22.0,0,4,1.0771552504234878,HwRedeployComponent,13.448237720602824,126.90117522485181,10.0,82.0
mRUBiS #1,Item Management Service,CF5,0.0,18480.555313295128,25.0,0.6,4,0.5,22.0,0,4,1.0771552504234878,RemoveReplica,13.448237720602824,126.90117522485181,10.0,82.0
mRUBiS #1,Region Item Filter,CF1,0.0,5584.616259682371,24.0,0.35,2,0.5,22.0,1,1,1.175641638639615,RestartComponent,5.323259164684098,154.1970895537866,4.0,202.0
mRUBiS #1,Buy Now Item Filter,CF5,0.0,7310.978959963906,13.0,0.6,3,0.5,22.0,2,1,1.0094603613799904,RemoveReplica,12.80042434199084,79.38079925152111,10.0,145.0
mRUBiS #1,Availability Item Filter,CF5,-9.094947017729282E-13,5937.529361237474,23.0,0.6,3,0.5,22.0,2,1,1.1102981576479085,RemoveReplica,5.972367310611631,77.34298858308269,15.0,448.0
mRUBiS #1,Last Second Sales Item Filter,CF2,0.0,4543.234442220073,12.0,1.69,4,0.5,22.0,3,1,1.1604415902664231,HwRedeployComponent,5.8861767600299455,77.14137943510077,8.0,277.0
mRUBiS #1,Last Second Sales Item Filter,CF5,0.0,4588.633659705863,12.0,0.5,4,0.5,22.0,3,1,1.1604415902664231,AddReplica,5.8861767600299455,77.14137943510077,8.0,277.0
mRUBiS #1,Recommendation Item Filter,CF5,0.0,7650.425718781235,30.0,0.6,3,0.5,22.0,2,1,1.1976517633224057,RemoveReplica,5.804851082669145,144.24966512464175,9.0,141.0
mRUBiS #1,Buy Now Item Filter,CF2,0.0,7310.978959963906,13.0,1.64,3,0.5,22.0,2,1,1.0094603613799904,LwRedeployComponent,12.80042434199084,79.38079925152111,9.0,145.0
mRUBiS #1,Availability Item Filter,CF3,9.094947017729282E-13,5937.529361237475,23.0,1.66,3,0.5,22.0,2,1,1.1102981576479085,HwRedeployComponent,5.972367310611631,77.34298858308269,14.0,448.0
mRUBiS #1,Availability Item Filter,CF5,9.094947017729282E-13,5898.623384370006,23.0,0.6,3,0.5,22.0,2,1,1.1102981576479085,RemoveReplica,5.972367310611631,77.34298858308269,14.0,448.0
mRUBiS #1,Authentication Service,CF2,0.0,151774.35399728362,30.0,1.8699999999999999,10,0.85,22.0,9,1,1.2112512772664892,HwRedeployComponent,15.031339523673628,79.54210604632026,12.0,229.0
mRUBiS #1,Past Sales Item Filter,CF2,0.0,17375.86544615302,16.0,1.69,4,0.5,22.0,3,1,1.2672395839304218,HwRedeployComponent,16.46641841097758,88.50170647587598,4.0,73.0
mRUBiS #1,Recommendation Item Filter,CF5,0.0,7650.426911490047,30.0,0.6,3,0.5,22.0,2,1,1.1976517633224057,RemoveReplica,5.804851082669145,144.24966512464175,8.0,51.0
mRUBiS #1,Past Sales Item Filter,CF1,0.0,17375.86544615302,16.0,1.69,4,0.5,22.0,3,1,1.2672395839304218,HwRedeployComponent,16.46641841097758,88.50170647587598,4.0,73.0
mRUBiS #1,Reputation Service,CF2,0.0,16297.278852833959,23.0,0.35,4,0.5,22.0,0,4,1.2968167080751751,RestartComponent,12.901919461091776,123.4888734227509,9.0,277.0
mRUBiS #1,Bid and Buy Service,CF3,1.8189894035458565E-12,14350.529588085772,27.0,1.7199999999999998,5,0.5,22.0,0,5,1.3561341802413516,HwRedeployComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,User Management Service,CF2,3.637978807091713E-12,21275.46591742011,30.0,0.35,4,0.5,22.0,0,4,1.4601284359665698,RestartComponent,12.903071031381682,167.7922012582917,11.0,434.0
mRUBiS #1,Comment Item Filter,CF1,0.0,5857.2121121485,23.0,1.63,2,0.5,22.0,1,1,1.0555586777885382,HwRedeployComponent,5.798189425816586,73.83963856894468,6.0,95.0
mRUBiS #1,Reputation Service,CF2,0.0,16297.278852833959,23.0,1.64,4,0.5,22.0,0,4,1.2968167080751751,LwRedeployComponent,12.901919461091776,123.4888734227509,9.0,277.0
mRUBiS #1,Seller Reputation Item Filter,CF3,0.0,14894.546519524016,30.0,1.66,3,0.5,22.0,2,1,1.4886393972299505,HwRedeployComponent,11.295024934466905,99.0982168102818,6.0,133.0
mRUBiS #1,Query Service,CF3,0.0,91533.76102016873,27.0,2.3499999999999996,26,0.5,22.0,25,1,1.1016192018337365,HwRedeployComponent,6.1646314621001395,85.67035108530558,24.0,500.0
mRUBiS #1,Reputation Service,CF5,-1.8189894035458565E-12,16304.483819060997,23.0,0.6,4,0.5,22.0,0,4,1.2968167080751751,RemoveReplica,12.901919461091776,123.4888734227509,9.0,216.0
mRUBiS #1,Persistence Service,CF2,7.275957614183426E-12,46966.08060496083,21.0,0.35,12,0.5,22.0,12,0,1.3297309527465526,RestartComponent,16.94782753047918,97.04633434801788,14.0,336.0
mRUBiS #1,Bid and Buy Service,CF3,1.8189894035458565E-12,14350.529588085772,27.0,1.7199999999999998,5,0.5,22.0,0,5,1.3561341802413516,HwRedeployComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,Category Item Filter,CF1,0.0,8541.000729843436,20.0,0.35,3,0.5,22.0,2,1,1.0066333636273284,RestartComponent,9.717121663045125,137.96068754082563,10.0,338.0
mRUBiS #1,User Management Service,CF1,3.637978807091713E-12,21275.46591742011,30.0,0.35,4,0.5,22.0,0,4,1.4601284359665698,RestartComponent,12.903071031381682,167.7922012582917,11.0,434.0
mRUBiS #1,Authentication Service,CF2,0.0,196417.4323825943,30.0,1.9299999999999997,12,0.9,22.0,11,1,1.2112512772664892,ReplaceComponent,15.031339523673628,79.54210604632026,12.0,229.0
mRUBiS #1,Item Management Service,CF1,0.0,18480.555313295128,25.0,0.35,4,0.5,22.0,0,4,1.0771552504234878,RestartComponent,13.448237720602824,126.90117522485181,9.0,82.0
mRUBiS #1,Comment Item Filter,CF1,0.0,5857.2121121485,23.0,1.53,3,0.5,22.0,2,1,1.0555586777885382,LwRedeployComponent,5.798189425816586,73.83963856894468,6.0,95.0
mRUBiS #1,Future Sales Item Filter,CF3,0.0,13502.250034414299,13.0,1.69,4,0.5,22.0,3,1,1.2402625082182024,HwRedeployComponent,15.751343425986576,151.31823850861798,2.0,62.0
mRUBiS #1,Buy Now Item Filter,CF1,0.0,14632.052523541613,13.0,1.53,5,0.5,22.0,4,1,1.0094603613799904,LwRedeployComponent,12.80042434199084,79.38079925152111,9.0,145.0
mRUBiS #1,User Management Service,CF1,3.637978807091713E-12,21275.46591742011,30.0,1.6899999999999997,4,0.5,22.0,0,4,1.4601284359665698,HwRedeployComponent,12.903071031381682,167.7922012582917,11.0,434.0
mRUBiS #1,Bid and Buy Service,CF3,1.8189894035458565E-12,14350.529588085772,27.0,1.7199999999999998,5,0.5,22.0,0,5,1.3561341802413516,HwRedeployComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,Bid and Buy Service,CF1,1.8189894035458565E-12,14350.529588085772,27.0,0.35,5,0.5,22.0,0,5,1.3561341802413516,RestartComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,Recommendation Item Filter,CF5,-9.094947017729282E-13,7398.667377702938,30.0,0.6,3,0.5,22.0,2,1,1.1976517633224057,RemoveReplica,5.804851082669145,144.24966512464175,7.0,423.0
mRUBiS #1,Bid and Buy Service,CF2,1.8189894035458565E-12,14350.529588085772,27.0,1.7199999999999998,5,0.5,22.0,0,5,1.3561341802413516,HwRedeployComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,Availability Item Filter,CF2,0.0,5898.623384370005,23.0,1.64,3,0.5,22.0,2,1,1.1102981576479085,LwRedeployComponent,5.972367310611631,77.34298858308269,13.0,448.0
mRUBiS #1,Recommendation Item Filter,CF5,0.0,7613.50812672675,30.0,0.5,3,0.5,22.0,2,1,1.1976517633224057,AddReplica,5.804851082669145,144.24966512464175,6.0,383.0
mRUBiS #1,Comment Item Filter,CF3,0.0,5857.2121121485,23.0,1.66,3,0.5,22.0,2,1,1.0555586777885382,HwRedeployComponent,5.798189425816586,73.83963856894468,6.0,95.0
mRUBiS #1,Category Item Filter,CF3,0.0,12816.53426158329,20.0,1.69,4,0.5,22.0,3,1,1.0066333636273284,HwRedeployComponent,9.717121663045125,137.96068754082563,10.0,338.0
mRUBiS #1,Category Item Filter,CF3,0.0,12816.53426158329,20.0,1.69,4,0.5,22.0,3,1,1.0066333636273284,HwRedeployComponent,9.717121663045125,137.96068754082563,10.0,338.0
mRUBiS #1,Persistence Service,CF2,7.275957614183426E-12,62625.87324312359,21.0,1.64,16,0.5,22.0,16,0,1.3297309527465526,LwRedeployComponent,16.94782753047918,97.04633434801788,14.0,336.0
mRUBiS #1,Persistence Service,CF1,7.275957614183426E-12,62625.87324312359,21.0,0.35,16,0.5,22.0,16,0,1.3297309527465526,RestartComponent,16.94782753047918,97.04633434801788,14.0,336.0
mRUBiS #1,Bid and Buy Service,CF1,1.8189894035458565E-12,14350.529588085772,27.0,0.35,5,0.5,22.0,0,5,1.3561341802413516,RestartComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,Past Sales Item Filter,CF1,0.0,17375.86544615302,16.0,1.53,4,0.5,22.0,3,1,1.2672395839304218,LwRedeployComponent,16.46641841097758,88.50170647587598,4.0,73.0
mRUBiS #1,Last Second Sales Item Filter,CF3,0.0,6122.046351575372,12.0,1.7199999999999998,5,0.5,22.0,4,1,1.1604415902664231,HwRedeployComponent,5.8861767600299455,77.14137943510077,9.0,277.0
mRUBiS #1,Past Sales Item Filter,CF3,0.0,23172.04472681713,16.0,1.7199999999999998,5,0.5,22.0,4,1,1.2672395839304218,HwRedeployComponent,16.46641841097758,88.50170647587598,4.0,73.0
mRUBiS #1,Last Second Sales Item Filter,CF5,0.0,6061.514061594318,12.0,0.6,5,0.5,22.0,4,1,1.1604415902664231,RemoveReplica,5.8861767600299455,77.14137943510077,9.0,277.0
mRUBiS #1,Comment Item Filter,CF3,0.0,5857.2121121485,23.0,1.66,3,0.5,22.0,2,1,1.0555586777885382,HwRedeployComponent,5.798189425816586,73.83963856894468,6.0,95.0
mRUBiS #1,Reputation Service,CF2,-1.8189894035458565E-12,16304.483819060999,23.0,1.64,4,0.5,22.0,0,4,1.2968167080751751,LwRedeployComponent,12.901919461091776,123.4888734227509,8.0,216.0
mRUBiS #1,Inventory Service,CF3,-3.637978807091713E-12,29310.161608197155,11.0,1.8099999999999998,8,0.5,22.0,6,2,1.2034417871620937,HwRedeployComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Comment Item Filter,CF1,0.0,5857.2121121485,23.0,1.66,3,0.5,22.0,2,1,1.0555586777885382,HwRedeployComponent,5.798189425816586,73.83963856894468,6.0,95.0
mRUBiS #1,Recommendation Item Filter,CF5,-1.8189894035458565E-12,15306.274277858844,30.0,0.6,5,0.5,22.0,4,1,1.1976517633224057,RemoveReplica,5.804851082669145,144.24966512464175,8.0,239.0
mRUBiS #1,Reputation Service,CF1,-1.8189894035458565E-12,16304.483819060999,23.0,1.53,4,0.5,22.0,0,4,1.2968167080751751,LwRedeployComponent,12.901919461091776,123.4888734227509,8.0,216.0
mRUBiS #1,Recommendation Item Filter,CF1,0.0,15306.274277858845,30.0,0.35,5,0.5,22.0,4,1,1.1976517633224057,RestartComponent,5.804851082669145,144.24966512464175,7.0,239.0
mRUBiS #1,Region Item Filter,CF1,0.0,5584.616259682371,24.0,0.35,3,0.5,22.0,2,1,1.175641638639615,RestartComponent,5.323259164684098,154.1970895537866,4.0,202.0
mRUBiS #1,Item Management Service,CF1,0.0,18480.555313295128,25.0,0.35,4,0.5,22.0,0,4,1.0771552504234878,RestartComponent,13.448237720602824,126.90117522485181,9.0,82.0
mRUBiS #1,User Management Service,CF3,3.637978807091713E-12,21275.46591742011,30.0,1.6899999999999997,4,0.5,22.0,0,4,1.4601284359665698,HwRedeployComponent,12.903071031381682,167.7922012582917,11.0,434.0
mRUBiS #1,Buy Now Item Filter,CF5,0.0,18256.35761608637,13.0,0.6,6,0.5,22.0,5,1,1.0094603613799904,RemoveReplica,12.80042434199084,79.38079925152111,9.0,185.0
mRUBiS #1,Inventory Service,CF2,-3.637978807091713E-12,29310.161608197155,11.0,1.8099999999999998,8,0.5,22.0,6,2,1.2034417871620937,HwRedeployComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Recommendation Item Filter,CF3,0.0,15306.274277858845,30.0,1.7199999999999998,5,0.5,22.0,4,1,1.1976517633224057,HwRedeployComponent,5.804851082669145,144.24966512464175,7.0,239.0
mRUBiS #1,Recommendation Item Filter,CF5,0.0,15290.919113083415,30.0,0.6,5,0.5,22.0,4,1,1.1976517633224057,RemoveReplica,5.804851082669145,144.24966512464175,7.0,239.0
mRUBiS #1,Region Item Filter,CF2,0.0,5584.616259682371,24.0,1.64,3,0.5,22.0,2,1,1.175641638639615,LwRedeployComponent,5.323259164684098,154.1970895537866,4.0,202.0
mRUBiS #1,Availability Item Filter,CF5,9.094947017729282E-13,6007.627887816113,23.0,0.6,3,0.5,22.0,2,1,1.1102981576479085,RemoveReplica,5.972367310611631,77.34298858308269,13.0,301.0
mRUBiS #1,User Management Service,CF5,-3.637978807091713E-12,21275.375073998057,30.0,0.6,4,0.5,22.0,0,4,1.4601284359665698,RemoveReplica,12.903071031381682,167.7922012582917,11.0,257.0
mRUBiS #1,Query Service,CF5,0.0,139134.38144105033,27.0,0.6,39,0.5,22.0,38,1,1.1016192018337365,RemoveReplica,6.1646314621001395,85.67035108530558,24.0,341.0
mRUBiS #1,Comment Item Filter,CF1,0.0,5857.2121121485,23.0,1.66,3,0.5,22.0,2,1,1.0555586777885382,HwRedeployComponent,5.798189425816586,73.83963856894468,6.0,95.0
mRUBiS #1,Last Second Sales Item Filter,CF5,9.094947017729282E-13,6134.216445936263,12.0,0.5,5,0.5,22.0,4,1,1.1604415902664231,AddReplica,5.8861767600299455,77.14137943510077,8.0,328.0
mRUBiS #1,Inventory Service,CF1,-3.637978807091713E-12,29310.161608197155,11.0,1.8099999999999998,8,0.5,22.0,6,2,1.2034417871620937,HwRedeployComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Inventory Service,CF3,-3.637978807091713E-12,29310.161608197155,11.0,1.8099999999999998,8,0.5,22.0,6,2,1.2034417871620937,HwRedeployComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Query Service,CF1,0.0,146457.82342173817,27.0,1.53,41,0.5,22.0,40,1,1.1016192018337365,LwRedeployComponent,6.1646314621001395,85.67035108530558,23.0,341.0
mRUBiS #1,Reputation Service,CF3,-1.8189894035458565E-12,16304.483819060999,23.0,1.6899999999999997,4,0.5,22.0,0,4,1.2968167080751751,HwRedeployComponent,12.901919461091776,123.4888734227509,8.0,216.0
mRUBiS #1,Reputation Service,CF5,-16304.483819061003,-7.4276325793780416,23.0,0.6,4,0.5,22.0,0,4,1.2968167080751751,RemoveReplica,12.901919461091776,123.4888734227509,8.0,216.0
mRUBiS #1,Reputation Service,CF3,-16304.483819061003,-1.8189894035458565E-12,23.0,1.6899999999999997,4,0.5,22.0,0,4,1.2968167080751751,HwRedeployComponent,12.901919461091776,123.4888734227509,8.0,216.0
mRUBiS #1,Persistence Service,CF3,0.0,90030.51035990843,21.0,2.26,23,0.5,22.0,23,0,1.3297309527465526,HwRedeployComponent,16.94782753047918,97.04633434801788,14.0,336.0
mRUBiS #1,Reputation Service,CF5,0.0,16273.774168000631,23.0,0.6,4,0.5,22.0,0,4,1.2968167080751751,RemoveReplica,12.901919461091776,123.4888734227509,7.0,216.0
mRUBiS #1,Reputation Service,CF5,0.0,16142.131272479992,23.0,0.6,4,0.5,22.0,0,4,1.2968167080751751,RemoveReplica,12.901919461091776,123.4888734227509,6.0,234.0
mRUBiS #1,Persistence Service,CF3,0.0,90030.51035990843,21.0,2.26,23,0.5,22.0,23,0,1.3297309527465526,HwRedeployComponent,16.94782753047918,97.04633434801788,14.0,336.0
mRUBiS #1,Last Second Sales Item Filter,CF2,0.0,6134.216445936262,12.0,0.35,5,0.5,22.0,4,1,1.1604415902664231,RestartComponent,5.8861767600299455,77.14137943510077,11.0,328.0
mRUBiS #1,Query Service,CF3,-2.9103830456733704E-11,161104.7073831138,27.0,2.92,45,0.5,22.0,44,1,1.1016192018337365,HwRedeployComponent,6.1646314621001395,85.67035108530558,23.0,341.0
mRUBiS #1,Google Authentication Service,CF1,-2.9103830456733704E-11,222608.03836864323,22.0,2.11,18,0.9,22.0,17,1,1.2112512772664892,HwRedeployComponent,11.913207967664766,105.9324130771619,12.0,229.0
mRUBiS #1,Query Service,CF5,-2.9103830456733704E-11,161102.69399958322,27.0,0.6,45,0.5,22.0,44,1,1.1016192018337365,RemoveReplica,6.1646314621001395,85.67035108530558,23.0,341.0
mRUBiS #1,Availability Item Filter,CF2,0.0,6007.627887816112,23.0,1.66,3,0.5,22.0,2,1,1.1102981576479085,HwRedeployComponent,5.972367310611631,77.34298858308269,12.0,301.0
mRUBiS #1,Availability Item Filter,CF5,0.0,5990.687247933927,23.0,0.6,3,0.5,22.0,2,1,1.1102981576479085,RemoveReplica,5.972367310611631,77.34298858308269,12.0,301.0
mRUBiS #1,Buy Now Item Filter,CF5,0.0,18051.492492193225,13.0,0.5,6,0.5,22.0,5,1,1.0094603613799904,AddReplica,12.80042434199084,79.38079925152111,8.0,317.0
mRUBiS #1,Item Management Service,CF3,0.0,18480.555313295128,25.0,1.6899999999999997,4,0.5,22.0,0,4,1.0771552504234878,HwRedeployComponent,13.448237720602824,126.90117522485181,9.0,82.0
mRUBiS #1,Item Management Service,CF5,0.0,18480.555312672506,25.0,0.6,4,0.5,22.0,0,4,1.0771552504234878,RemoveReplica,13.448237720602824,126.90117522485181,9.0,82.0
mRUBiS #1,User Management Service,CF1,-3.637978807091713E-12,21275.37507399806,30.0,0.35,4,0.5,22.0,0,4,1.4601284359665698,RestartComponent,12.903071031381682,167.7922012582917,10.0,257.0
mRUBiS #1,Query Service,CF5,0.0,171913.81614249334,27.0,0.6,48,0.5,22.0,47,1,1.1016192018337365,RemoveReplica,6.1646314621001395,85.67035108530558,22.0,476.0
mRUBiS #1,Google Authentication Service,CF5,0.0,186499.61784761073,22.0,0.6,19,0.9,22.0,18,1,1.2112512772664892,RemoveReplica,11.913207967664766,105.9324130771619,12.0,328.0
mRUBiS #1,User Management Service,CF1,-3.637978807091713E-12,21275.37507399806,30.0,0.35,4,0.5,22.0,0,4,1.4601284359665698,RestartComponent,12.903071031381682,167.7922012582917,10.0,257.0
mRUBiS #1,Item Management Service,CF1,0.0,18480.555312672506,25.0,1.6899999999999997,4,0.5,22.0,0,4,1.0771552504234878,HwRedeployComponent,13.448237720602824,126.90117522485181,8.0,82.0
mRUBiS #1,Persistence Service,CF2,0.0,97860.4066789898,21.0,2.32,25,0.5,22.0,25,0,1.3297309527465526,HwRedeployComponent,16.94782753047918,97.04633434801788,14.0,336.0
mRUBiS #1,Item Management Service,CF5,0.0,18480.55529891842,25.0,0.6,4,0.5,22.0,0,4,1.0771552504234878,RemoveReplica,13.448237720602824,126.90117522485181,8.0,82.0
mRUBiS #1,Bid and Buy Service,CF5,1.8189894035458565E-12,14327.360831828895,27.0,0.6,5,0.5,22.0,0,5,1.3561341802413516,RemoveReplica,8.06065708747934,73.95946339621557,14.0,270.0
mRUBiS #1,Recommendation Item Filter,CF2,0.0,15290.919113083415,30.0,0.35,5,0.5,22.0,4,1,1.1976517633224057,RestartComponent,5.804851082669145,144.24966512464175,6.0,239.0
