Shop,AFFECTED_COMPONENT,FAILURE_NAME,CURRENT_UTILITY,OPTIMAL_UTILITY,CRITICALITY,COSTS,CONNECTIVITY,RELIABILITY,IMPORTANCE,PROVIDED_INTERFACE,REQUIRED_INTERFACE,ADT,RULE, PMax,alpha,In Use REPLICA,LOAD
mRUBiS #1,Category Item Filter,CF5,11845.806276119858,20139.757595780648,20.0,0.6,3,0.5,22.0,2,1,1.0066333636273284,RemoveReplica,9.717121663045125,137.96068754082563,9.0,413.0
mRUBiS #1,Region Item Filter,CF3,8272.920067393816,13750.291570917929,24.0,1.63,2,0.5,22.0,1,1,1.175641638639615,HwRedeployComponent,5.323259164684098,154.1970895537866,7.0,242.0
mRUBiS #1,Category Item Filter,CF3,11522.976438435211,19834.770726396986,20.0,1.66,3,0.5,22.0,2,1,1.0066333636273284,HwRedeployComponent,9.717121663045125,137.96068754082563,8.0,413.0
mRUBiS #1,Inventory Service,CF2,13947.227145042969,23498.96931724747,11.0,1.64,4,0.5,22.0,2,2,1.2034417871620937,LwRedeployComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Category Item Filter,CF5,11234.124795340427,19482.809036550978,20.0,0.6,3,0.5,22.0,2,1,1.0066333636273284,RemoveReplica,9.717121663045125,137.96068754082563,8.0,413.0
mRUBiS #1,User Management Service,CF3,30397.46961761041,51217.63211289468,30.0,1.6899999999999997,4,0.5,22.0,0,4,1.4601284359665698,HwRedeployComponent,12.903071031381682,167.7922012582917,11.0,434.0
mRUBiS #1,Comment Item Filter,CF1,7905.6899159407285,13590.301074300742,23.0,1.53,2,0.5,22.0,1,1,1.0555586777885382,LwRedeployComponent,5.798189425816586,73.83963856894468,7.0,202.0
mRUBiS #1,User Management Service,CF3,29508.462072840703,50371.97168949752,30.0,1.6899999999999997,4,0.5,22.0,0,4,1.4601284359665698,HwRedeployComponent,12.903071031381682,167.7922012582917,11.0,434.0
mRUBiS #1,Bid and Buy Service,CF2,20502.110219118527,34545.11306281068,27.0,0.35,5,0.5,22.0,0,5,1.3561341802413516,RestartComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,Buy Now Item Filter,CF3,10445.320396235855,17594.057687821572,13.0,1.66,3,0.5,22.0,2,1,1.0094603613799904,HwRedeployComponent,12.80042434199084,79.38079925152111,11.0,233.0
mRUBiS #1,Buy Now Item Filter,CF5,10141.281505326046,17295.094114860225,13.0,0.6,3,0.5,22.0,2,1,1.0094603613799904,RemoveReplica,12.80042434199084,79.38079925152111,11.0,233.0
mRUBiS #1,Future Sales Item Filter,CF2,12852.527866399578,21646.132419958274,13.0,1.66,3,0.5,22.0,2,1,1.2402625082182024,HwRedeployComponent,15.751343425986576,151.31823850861798,6.0,246.0
mRUBiS #1,Future Sales Item Filter,CF5,12477.42045947808,21263.65930521812,13.0,0.6,3,0.5,22.0,2,1,1.2402625082182024,RemoveReplica,15.751343425986576,151.31823850861798,6.0,246.0
mRUBiS #1,Google Authentication Service,CF3,88702.69424854156,180936.40282618356,22.0,1.8699999999999999,10,0.9,22.0,9,1,1.2112512772664892,HwRedeployComponent,11.913207967664766,105.9324130771619,9.0,254.0
mRUBiS #1,Google Authentication Service,CF5,86633.3760449274,178836.86245328753,22.0,0.6,10,0.9,22.0,9,1,1.2112512772664892,RemoveReplica,11.913207967664766,105.9324130771619,9.0,254.0
mRUBiS #1,Last Second Sales Item Filter,CF2,3743.4930668288275,6756.717484937871,12.0,1.66,3,0.5,22.0,2,1,1.1604415902664231,HwRedeployComponent,5.8861767600299455,77.14137943510077,15.0,484.0
mRUBiS #1,Recommendation Item Filter,CF2,10928.995030913418,18417.59733047925,30.0,1.66,3,0.5,22.0,2,1,1.1976517633224057,HwRedeployComponent,5.804851082669145,144.24966512464175,5.0,176.0
mRUBiS #1,Last Second Sales Item Filter,CF5,3683.336074981045,6679.880441203542,12.0,0.6,3,0.5,22.0,2,1,1.1604415902664231,RemoveReplica,5.8861767600299455,77.14137943510077,15.0,484.0
mRUBiS #1,Recommendation Item Filter,CF5,10612.746953768792,18059.36371287244,30.0,0.5,3,0.5,22.0,2,1,1.1976517633224057,AddReplica,5.804851082669145,144.24966512464175,5.0,359.0
mRUBiS #1,Past Sales Item Filter,CF1,15623.954998769703,43981.14441649533,16.0,1.53,6,0.5,22.0,5,1,1.2672395839304218,LwRedeployComponent,16.46641841097758,88.50170647587598,5.0,179.0
mRUBiS #1,Region Item Filter,CF3,8012.7024935150275,13502.762523627996,24.0,1.63,2,0.5,22.0,1,1,1.175641638639615,HwRedeployComponent,5.323259164684098,154.1970895537866,7.0,242.0
mRUBiS #1,User Management Service,CF3,28704.037662270322,49609.3051406092,30.0,1.6899999999999997,4,0.5,22.0,0,4,1.4601284359665698,HwRedeployComponent,12.903071031381682,167.7922012582917,11.0,434.0
mRUBiS #1,Query Service,CF2,49389.829371231695,140284.72896215686,27.0,0.35,26,0.5,22.0,25,1,1.1016192018337365,RestartComponent,6.1646314621001395,85.67035108530558,24.0,500.0
mRUBiS #1,Availability Item Filter,CF3,8619.182109078263,14523.31295753179,23.0,1.66,3,0.5,22.0,2,1,1.1102981576479085,HwRedeployComponent,5.972367310611631,77.34298858308269,15.0,285.0
mRUBiS #1,Past Sales Item Filter,CF1,15232.608422020025,43608.778390277796,16.0,1.53,6,0.5,22.0,5,1,1.2672395839304218,LwRedeployComponent,16.46641841097758,88.50170647587598,5.0,179.0
mRUBiS #1,User Management Service,CF1,27982.44850268003,48921.4698728658,30.0,1.53,4,0.5,22.0,0,4,1.4601284359665698,LwRedeployComponent,12.903071031381682,167.7922012582917,11.0,434.0
mRUBiS #1,Future Sales Item Filter,CF1,12139.036738908608,25426.02143664984,13.0,1.69,4,0.5,22.0,3,1,1.2402625082182024,HwRedeployComponent,15.751343425986576,151.31823850861798,5.0,246.0
mRUBiS #1,Future Sales Item Filter,CF5,11831.907674997947,24998.240304858802,13.0,0.6,4,0.5,22.0,3,1,1.2402625082182024,RemoveReplica,15.751343425986576,151.31823850861798,5.0,246.0
mRUBiS #1,Reputation Service,CF2,22617.63718166515,38611.45814985477,23.0,1.6899999999999997,4,0.5,22.0,0,4,1.2968167080751751,HwRedeployComponent,12.901919461091776,123.4888734227509,12.0,352.0
mRUBiS #1,Recommendation Item Filter,CF1,10322.582986120033,17784.65352944398,30.0,1.66,3,0.5,22.0,2,1,1.1976517633224057,HwRedeployComponent,5.804851082669145,144.24966512464175,7.0,359.0
mRUBiS #1,Recommendation Item Filter,CF5,10063.181313399708,17470.911198336158,30.0,0.6,3,0.5,22.0,2,1,1.1976517633224057,RemoveReplica,5.804851082669145,144.24966512464175,7.0,359.0
mRUBiS #1,Last Second Sales Item Filter,CF1,3626.99927452494,6625.175171383633,12.0,1.66,3,0.5,22.0,2,1,1.1604415902664231,HwRedeployComponent,5.8861767600299455,77.14137943510077,14.0,484.0
mRUBiS #1,Future Sales Item Filter,CF5,11555.744412838032,29323.757949493316,13.0,0.5,5,0.5,22.0,4,1,1.2402625082182024,AddReplica,15.751343425986576,151.31823850861798,4.0,419.0
mRUBiS #1,Last Second Sales Item Filter,CF5,3574.2029811496895,6595.344946614023,12.0,0.5,3,0.5,22.0,2,1,1.1604415902664231,AddReplica,5.8861767600299455,77.14137943510077,14.0,484.0
mRUBiS #1,Google Authentication Service,CF2,84763.28949241279,197765.00202794466,22.0,0.35,12,0.9,22.0,11,1,1.2112512772664892,RestartComponent,11.913207967664766,105.9324130771619,8.0,254.0
mRUBiS #1,Future Sales Item Filter,CF1,11306.36143757059,29087.530582474414,13.0,1.53,5,0.5,22.0,4,1,1.2402625082182024,LwRedeployComponent,15.751343425986576,151.31823850861798,8.0,419.0
mRUBiS #1,Seller Reputation Item Filter,CF3,19584.711080605313,41699.09805792003,30.0,1.69,4,0.5,22.0,3,1,1.4886393972299505,HwRedeployComponent,11.295024934466905,99.0982168102818,6.0,133.0
mRUBiS #1,Past Sales Item Filter,CF3,14875.443690933202,48982.42987712824,16.0,1.7799999999999998,7,0.5,22.0,6,1,1.2672395839304218,HwRedeployComponent,16.46641841097758,88.50170647587598,5.0,179.0
mRUBiS #1,Past Sales Item Filter,CF5,14553.667577140994,48986.12293979191,16.0,0.5,7,0.5,22.0,6,1,1.2672395839304218,AddReplica,16.46641841097758,88.50170647587598,5.0,179.0
mRUBiS #1,Reputation Service,CF5,22004.00930042678,38027.81932325258,23.0,0.6,4,0.5,22.0,0,4,1.2968167080751751,RemoveReplica,12.901919461091776,123.4888734227509,12.0,135.0
mRUBiS #1,Category Item Filter,CF1,10970.712866480486,19230.87379828634,20.0,1.66,3,0.5,22.0,2,1,1.0066333636273284,HwRedeployComponent,9.717121663045125,137.96068754082563,7.0,413.0
mRUBiS #1,Inventory Service,CF1,13536.665570889483,23110.966845012306,11.0,0.35,4,0.5,22.0,2,2,1.2034417871620937,RestartComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Category Item Filter,CF5,10729.346572902083,19078.476487299078,20.0,0.5,3,0.5,22.0,2,1,1.0066333636273284,AddReplica,9.717121663045125,137.96068754082563,7.0,413.0
mRUBiS #1,Google Authentication Service,CF2,83076.39402090551,196162.36556020426,22.0,0.35,12,0.9,22.0,11,1,1.2112512772664892,RestartComponent,11.913207967664766,105.9324130771619,8.0,254.0
mRUBiS #1,Past Sales Item Filter,CF1,14263.83432154357,48709.12282792457,16.0,1.7799999999999998,7,0.5,22.0,6,1,1.2672395839304218,HwRedeployComponent,16.46641841097758,88.50170647587598,6.0,179.0
mRUBiS #1,Past Sales Item Filter,CF5,14001.41794783847,48155.22048973866,16.0,0.6,7,0.5,22.0,6,1,1.2672395839304218,RemoveReplica,16.46641841097758,88.50170647587598,6.0,179.0
mRUBiS #1,Google Authentication Service,CF2,81554.5630558825,194713.4028943646,22.0,0.35,12,0.9,22.0,11,1,1.2112512772664892,RestartComponent,11.913207967664766,105.9324130771619,8.0,254.0
mRUBiS #1,Future Sales Item Filter,CF1,11082.948345352333,28874.24631530165,13.0,1.7199999999999998,5,0.5,22.0,4,1,1.2402625082182024,HwRedeployComponent,15.751343425986576,151.31823850861798,8.0,419.0
mRUBiS #1,Comment Item Filter,CF5,7705.3665852493305,13367.578713304665,23.0,0.5,3,0.5,22.0,2,1,1.0555586777885382,AddReplica,5.798189425816586,73.83963856894468,7.0,374.0
mRUBiS #1,Future Sales Item Filter,CF5,10879.618281052197,28564.711999148098,13.0,0.6,5,0.5,22.0,4,1,1.2402625082182024,RemoveReplica,15.751343425986576,151.31823850861798,8.0,419.0
mRUBiS #1,Bid and Buy Service,CF3,19902.639672265537,33975.4065422381,27.0,1.7199999999999998,5,0.5,22.0,0,5,1.3561341802413516,HwRedeployComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,Category Item Filter,CF2,10515.454627647281,18877.4092302949,20.0,1.66,3,0.5,22.0,2,1,1.0066333636273284,HwRedeployComponent,9.717121663045125,137.96068754082563,8.0,413.0
mRUBiS #1,Category Item Filter,CF5,10323.07482580486,18617.02530507739,20.0,0.6,3,0.5,22.0,2,1,1.0066333636273284,RemoveReplica,9.717121663045125,137.96068754082563,8.0,413.0
mRUBiS #1,Google Authentication Service,CF5,80176.41117542911,202532.2781251903,22.0,0.6,13,0.9,22.0,12,1,1.2112512772664892,RemoveReplica,11.913207967664766,105.9324130771619,8.0,292.0
mRUBiS #1,User Management Service,CF5,27329.27491162597,48299.496728292404,30.0,0.6,4,0.5,22.0,0,4,1.4601284359665698,RemoveReplica,12.903071031381682,167.7922012582917,11.0,361.0
mRUBiS #1,Buy Now Item Filter,CF3,9865.589948443801,24338.125459078357,13.0,1.7199999999999998,5,0.5,22.0,4,1,1.0094603613799904,HwRedeployComponent,12.80042434199084,79.38079925152111,10.0,233.0
mRUBiS #1,Inventory Service,CF2,13171.11223469412,27650.326272436592,11.0,0.35,5,0.5,22.0,3,2,1.2034417871620937,RestartComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Buy Now Item Filter,CF5,9616.306532571245,24071.0950995814,13.0,0.6,5,0.5,22.0,4,1,1.0094603613799904,RemoveReplica,12.80042434199084,79.38079925152111,10.0,233.0
mRUBiS #1,Query Service,CF5,48142.803524604096,153744.47859665804,27.0,0.6,30,0.5,22.0,29,1,1.1016192018337365,RemoveReplica,6.1646314621001395,85.67035108530558,24.0,340.0
mRUBiS #1,Inventory Service,CF1,12838.344736301093,27335.113247522808,11.0,1.53,5,0.5,22.0,3,2,1.2034417871620937,LwRedeployComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Recommendation Item Filter,CF1,9829.032954689748,24789.4754275905,30.0,1.7199999999999998,5,0.5,22.0,4,1,1.1976517633224057,HwRedeployComponent,5.804851082669145,144.24966512464175,6.0,359.0
mRUBiS #1,Persistence Service,CF2,27947.630920645883,82324.6794435522,21.0,0.35,14,0.5,22.0,14,0,1.3297309527465526,RestartComponent,16.94782753047918,97.04633434801788,14.0,336.0
mRUBiS #1,Recommendation Item Filter,CF5,9618.964051962552,24291.26050946741,30.0,0.6,5,0.5,22.0,4,1,1.1976517633224057,RemoveReplica,5.804851082669145,144.24966512464175,6.0,359.0
mRUBiS #1,Comment Item Filter,CF3,7525.825772580886,13197.295186778028,23.0,1.66,3,0.5,22.0,2,1,1.0555586777885382,HwRedeployComponent,5.798189425816586,73.83963856894468,12.0,374.0
mRUBiS #1,Comment Item Filter,CF5,7362.667021798922,13074.373719666539,23.0,0.5,3,0.5,22.0,2,1,1.0555586777885382,AddReplica,5.798189425816586,73.83963856894468,12.0,374.0
mRUBiS #1,Seller Reputation Item Filter,CF1,19128.139703353172,41265.219809108414,30.0,1.53,4,0.5,22.0,3,1,1.4886393972299505,LwRedeployComponent,11.295024934466905,99.0982168102818,6.0,133.0
mRUBiS #1,User Management Service,CF3,26738.662199659222,47736.17638043399,30.0,1.6899999999999997,4,0.5,22.0,0,4,1.4601284359665698,HwRedeployComponent,12.903071031381682,167.7922012582917,10.0,361.0
mRUBiS #1,Bid and Buy Service,CF1,19362.018876083424,33462.90366765558,27.0,0.35,5,0.5,22.0,0,5,1.3561341802413516,RestartComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,User Management Service,CF5,26204.421088715266,47223.57510907078,30.0,0.6,4,0.5,22.0,0,4,1.4601284359665698,RemoveReplica,12.903071031381682,167.7922012582917,10.0,361.0
mRUBiS #1,Reputation Service,CF3,21450.049236162722,37501.744741927585,23.0,1.6899999999999997,4,0.5,22.0,0,4,1.2968167080751751,HwRedeployComponent,12.901919461091776,123.4888734227509,11.0,135.0
mRUBiS #1,Persistence Service,CF3,27130.518033439424,89376.1782518051,21.0,2.05,16,0.5,22.0,16,0,1.3297309527465526,HwRedeployComponent,16.94782753047918,97.04633434801788,14.0,336.0
mRUBiS #1,Reputation Service,CF5,20950.09280365387,37025.85576447587,23.0,0.6,4,0.5,22.0,0,4,1.2968167080751751,RemoveReplica,12.901919461091776,123.4888734227509,11.0,135.0
mRUBiS #1,Buy Now Item Filter,CF5,9393.129834428686,23918.935938382907,13.0,0.6,5,0.5,22.0,4,1,1.0094603613799904,RemoveReplica,12.80042434199084,79.38079925152111,9.0,134.0
mRUBiS #1,Persistence Service,CF3,26391.288294587375,88675.17474354545,21.0,2.05,16,0.5,22.0,16,0,1.3297309527465526,HwRedeployComponent,16.94782753047918,97.04633434801788,14.0,336.0
mRUBiS #1,Recommendation Item Filter,CF5,9425.575546121643,24593.211950823046,30.0,0.5,5,0.5,22.0,4,1,1.1976517633224057,AddReplica,5.804851082669145,144.24966512464175,5.0,320.0
mRUBiS #1,Past Sales Item Filter,CF1,13768.172880924374,47930.64303356406,16.0,1.53,7,0.5,22.0,6,1,1.2672395839304218,LwRedeployComponent,16.46641841097758,88.50170647587598,5.0,179.0
mRUBiS #1,Query Service,CF3,47016.1959863241,167321.94615442376,27.0,2.59,34,0.5,22.0,33,1,1.1016192018337365,HwRedeployComponent,6.1646314621001395,85.67035108530558,23.0,340.0
mRUBiS #1,Query Service,CF5,46000.77593202276,166356.01766398412,27.0,0.6,34,0.5,22.0,33,1,1.1016192018337365,RemoveReplica,6.1646314621001395,85.67035108530558,23.0,340.0
mRUBiS #1,Inventory Service,CF3,12540.935605992458,27052.065625379335,11.0,1.72,5,0.5,22.0,3,2,1.2034417871620937,HwRedeployComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Seller Reputation Item Filter,CF1,18715.18583156222,40873.57844736242,30.0,1.53,4,0.5,22.0,3,1,1.4886393972299505,LwRedeployComponent,11.295024934466905,99.0982168102818,6.0,133.0
mRUBiS #1,Category Item Filter,CF3,10150.624809566052,22648.73631353693,20.0,1.69,4,0.5,22.0,3,1,1.0066333636273284,HwRedeployComponent,9.717121663045125,137.96068754082563,7.0,413.0
mRUBiS #1,Query Service,CF1,45085.4385205196,169146.7009486848,27.0,1.53,35,0.5,22.0,34,1,1.1016192018337365,LwRedeployComponent,6.1646314621001395,85.67035108530558,22.0,340.0
mRUBiS #1,Category Item Filter,CF5,9992.090297940817,22613.815291292747,20.0,0.5,4,0.5,22.0,3,1,1.0066333636273284,AddReplica,9.717121663045125,137.96068754082563,7.0,413.0
mRUBiS #1,Category Item Filter,CF5,9848.117143450123,22477.86672963138,20.0,0.6,4,0.5,22.0,3,1,1.0066333636273284,RemoveReplica,9.717121663045125,137.96068754082563,8.0,361.0
mRUBiS #1,Comment Item Filter,CF2,7215.411197213679,12936.31480182567,23.0,0.35,3,0.5,22.0,2,1,1.0555586777885382,RestartComponent,5.798189425816586,73.83963856894468,13.0,374.0
mRUBiS #1,Region Item Filter,CF3,7778.7583088285,13278.911211621902,24.0,1.66,3,0.5,22.0,2,1,1.175641638639615,HwRedeployComponent,5.323259164684098,154.1970895537866,7.0,242.0
mRUBiS #1,Recommendation Item Filter,CF2,9250.661900350944,28246.59872293995,30.0,1.64,6,0.5,22.0,5,1,1.1976517633224057,LwRedeployComponent,5.804851082669145,144.24966512464175,7.0,320.0
mRUBiS #1,Last Second Sales Item Filter,CF1,3524.8157534779025,8076.035775016126,12.0,1.53,4,0.5,22.0,3,1,1.1604415902664231,LwRedeployComponent,5.8861767600299455,77.14137943510077,15.0,484.0
mRUBiS #1,Availability Item Filter,CF3,8368.398614515394,17305.419492946836,23.0,1.69,4,0.5,22.0,3,1,1.1102981576479085,HwRedeployComponent,5.972367310611631,77.34298858308269,15.0,285.0
mRUBiS #1,Region Item Filter,CF2,7567.064668069488,15889.932499361134,24.0,1.69,4,0.5,22.0,3,1,1.175641638639615,HwRedeployComponent,5.323259164684098,154.1970895537866,7.0,242.0
mRUBiS #1,Category Item Filter,CF2,9722.631217255095,22361.214905387817,20.0,1.64,4,0.5,22.0,3,1,1.0066333636273284,LwRedeployComponent,9.717121663045125,137.96068754082563,7.0,361.0
mRUBiS #1,Inventory Service,CF1,12271.140650266481,26797.61454859061,11.0,0.35,5,0.5,22.0,3,2,1.2034417871620937,RestartComponent,13.462899920141773,85.65241198212163,18.0,377.0
mRUBiS #1,Seller Reputation Item Filter,CF5,18341.21012009503,54955.65403908315,30.0,0.5,6,0.5,22.0,5,1,1.4886393972299505,AddReplica,11.295024934466905,99.0982168102818,6.0,431.0
mRUBiS #1,Bid and Buy Service,CF3,18875.443946191896,32999.7716652367,27.0,1.7199999999999998,5,0.5,22.0,0,5,1.3561341802413516,HwRedeployComponent,8.06065708747934,73.95946339621557,14.0,241.0
mRUBiS #1,Seller Reputation Item Filter,CF3,18004.245235621172,54637.057640542116,30.0,1.7499999999999998,6,0.5,22.0,5,1,1.4886393972299505,HwRedeployComponent,11.295024934466905,99.0982168102818,11.0,431.0
