,Optimal_Affected_Component,Optimal_Affected_Component_Uid,Optimal_Failure,raw,cube,sqt,log10,ln,log2
104,Reputation Service,_SFApIecdEeet0YmmfbMwkw,CF3,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
105,Availability Item Filter,_SE-z7OcdEeet0YmmfbMwkw,CF2,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
106,Persistence Service,_SFB2pucdEeet0YmmfbMwkw,CF3,204.8702,14.3133,14.3133,2.3115,5.3224,7.6786
107,Bid and Buy Service,_SFACDOcdEeet0YmmfbMwkw,CF3,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
108,Authentication Service,_SFABaecdEeet0YmmfbMwkw,CF3,193.0561,13.8945,13.8945,2.2857,5.263,7.5929
109,Availability Item Filter,_SFDFiecdEeet0YmmfbMwkw,CF5,37.2559,6.1038,6.1038,1.5712,3.6178,5.2194
110,Query Service,_SFGIEOcdEeet0YmmfbMwkw,CF1,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
111,Query Service,_SFLAhecdEeet0YmmfbMwkw,CF2,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
112,Query Service,_SFS8fOcdEeet0YmmfbMwkw,CF5,502.9424,22.4264,22.4264,2.7015,6.2205,8.9742
113,User Management Service,_SFJK8ecdEeet0YmmfbMwkw,CF1,282.1874,16.7984,16.7984,2.4505,5.6426,8.1405
114,Persistence Service,_SFFhxOcdEeet0YmmfbMwkw,CF1,257.7941,16.056,16.056,2.4113,5.5522,8.0101
115,Persistence Service,_SFKad-cdEeet0YmmfbMwkw,CF2,257.7941,16.056,16.056,2.4113,5.5522,8.0101
116,Reputation Service,_SFFhHucdEeet0YmmfbMwkw,CF1,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
117,Reputation Service,_SFKZ0ecdEeet0YmmfbMwkw,CF2,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
118,Seller Reputation Item Filter,_SFLot-cdEeet0YmmfbMwkw,CF2,213.5564,14.6136,14.6136,2.3295,5.3639,7.7385
119,Bid and Buy Service,_SFETCecdEeet0YmmfbMwkw,CF1,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
120,Bid and Buy Service,_SFE52ucdEeet0YmmfbMwkw,CF1,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
121,Bid and Buy Service,_SFJytecdEeet0YmmfbMwkw,CF2,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
122,Bid and Buy Service,_SFJzVecdEeet0YmmfbMwkw,CF2,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
123,Inventory Service,_SFE6gucdEeet0YmmfbMwkw,CF1,176.5041,13.2855,13.2855,2.2468,5.1733,7.4636
124,Inventory Service,_SFKZLecdEeet0YmmfbMwkw,CF2,176.5041,13.2855,13.2855,2.2468,5.1733,7.4636
125,User Management Service,_SFOqv-cdEeet0YmmfbMwkw,CF5,239.9818,15.4913,15.4913,2.3802,5.4806,7.9068
126,Persistence Service,_SFSW5-cdEeet0YmmfbMwkw,CF5,206.7817,14.3799,14.3799,2.3155,5.3317,7.692
127,Reputation Service,_SFSWQecdEeet0YmmfbMwkw,CF5,196.4405,14.0157,14.0157,2.2932,5.2804,7.6179
128,Buy Now Item Filter,_SFGviOcdEeet0YmmfbMwkw,CF1,129.7531,11.3909,11.3909,2.1131,4.8656,7.0196
129,Buy Now Item Filter,_SFLnaOcdEeet0YmmfbMwkw,CF2,129.7531,11.3909,11.3909,2.1131,4.8656,7.0196
130,Bid and Buy Service,_SFSU9ecdEeet0YmmfbMwkw,CF5,173.2757,13.1634,13.1634,2.2387,5.1549,7.4369
131,Item Management Service,_SFJyC-cdEeet0YmmfbMwkw,CF2,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
132,Query Service,_SFNcZOcdEeet0YmmfbMwkw,CF3,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
133,Region Item Filter,_SFHV7OcdEeet0YmmfbMwkw,CF1,103.0166,10.1497,10.1497,2.0129,4.6349,6.6867
134,Past Sales Item Filter,_SFGu4-cdEeet0YmmfbMwkw,CF1,96.9601,9.8468,9.8468,1.9866,4.5743,6.5993
135,Past Sales Item Filter,_SFLBz-cdEeet0YmmfbMwkw,CF2,96.9601,9.8468,9.8468,1.9866,4.5743,6.5993
136,Last Second Sales Item Filter,_SFGItOcdEeet0YmmfbMwkw,CF1,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
137,Last Second Sales Item Filter,_SFLBKecdEeet0YmmfbMwkw,CF2,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
138,Authentication Service,_SFOsEOcdEeet0YmmfbMwkw,CF5,133.3655,11.5484,11.5484,2.125,4.8931,7.0592
139,Inventory Service,_SFSVnecdEeet0YmmfbMwkw,CF5,130.8204,11.4377,11.4377,2.1167,4.8738,7.0314
140,Buy Now Item Filter,_SFTjDOcdEeet0YmmfbMwkw,CF5,112.2437,10.5945,10.5945,2.0502,4.7207,6.8105
141,Item Management Service,_SFOraecdEeet0YmmfbMwkw,CF5,97.3702,9.8676,9.8676,1.9884,4.5785,6.6054
142,Persistence Service,_SFM2YecdEeet0YmmfbMwkw,CF3,309.3529,17.5884,17.5884,2.4905,5.7345,8.2731
143,Past Sales Item Filter,_SFS9xucdEeet0YmmfbMwkw,CF5,87.4475,9.3513,9.3513,1.9417,4.471,6.4503
144,Region Item Filter,_SFOFa-cdEeet0YmmfbMwkw,CF5,82.6802,9.0929,9.0929,1.9174,4.415,6.3695
145,Region Item Filter,_SEuUcucdEeet0YmmfbMwkw,CF5,81.9171,9.0508,9.0508,1.9134,4.4057,6.3561
146,Last Second Sales Item Filter,_SFS9IOcdEeet0YmmfbMwkw,CF5,74.3532,8.6228,8.6228,1.8713,4.3088,6.2163
147,Inventory Service,_SFMQIecdEeet0YmmfbMwkw,CF3,235.3389,15.3408,15.3408,2.3717,5.461,7.8786
148,Reputation Service,_SFM1u-cdEeet0YmmfbMwkw,CF3,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
149,Availability Item Filter,_SFGwLecdEeet0YmmfbMwkw,CF1,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
150,Availability Item Filter,_SFLoDecdEeet0YmmfbMwkw,CF2,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
151,Buy Now Item Filter,_SFODgecdEeet0YmmfbMwkw,CF3,194.6297,13.951,13.951,2.2892,5.2711,7.6046
152,Bid and Buy Service,_SFMPeecdEeet0YmmfbMwkw,CF3,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
153,Authentication Service,_SFMO1ucdEeet0YmmfbMwkw,CF3,193.0561,13.8945,13.8945,2.2857,5.263,7.5929
154,Past Sales Item Filter,_SFNdrucdEeet0YmmfbMwkw,CF3,145.4401,12.0599,12.0599,2.1627,4.9798,7.1843
155,Last Second Sales Item Filter,_SFNdCOcdEeet0YmmfbMwkw,CF3,145.0114,12.0421,12.0421,2.1614,4.9768,7.18
156,Availability Item Filter,_SEtGLecdEeet0YmmfbMwkw,CF5,37.2559,6.1038,6.1038,1.5712,3.6178,5.2194
157,Item Management Service,_SFLpG-cdEeet0YmmfbMwkw,CF3,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
158,Availability Item Filter,_SFOEJucdEeet0YmmfbMwkw,CF3,67.6546,8.2252,8.2252,1.8303,4.2144,6.0801
159,Availability Item Filter,_SFOExucdEeet0YmmfbMwkw,CF3,36.9124,6.0756,6.0756,1.5672,3.6085,5.206
160,Buy Now Item Filter,_SEx-pOcdEeet0YmmfbMwkw,CF1,194.6297,13.951,13.951,2.2892,5.2711,7.6046
161,User Management Service,_SEz0NucdEeet0YmmfbMwkw,CF5,237.7464,15.419,15.419,2.3761,5.4712,7.8933
162,Availability Item Filter,_SEx_SecdEeet0YmmfbMwkw,CF2,67.6546,8.2252,8.2252,1.8303,4.2144,6.0801
163,Region Item Filter,_SEzz1-cdEeet0YmmfbMwkw,CF5,82.6802,9.0929,9.0929,1.9174,4.415,6.3695
164,Availability Item Filter,_SEymNucdEeet0YmmfbMwkw,CF3,37.2559,6.1038,6.1038,1.5712,3.6178,5.2194
165,Query Service,_SE9lfucdEeet0YmmfbMwkw,CF1,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
166,Persistence Service,_SE9k3OcdEeet0YmmfbMwkw,CF1,257.7941,16.056,16.056,2.4113,5.5522,8.0101
167,Reputation Service,_SE8-M-cdEeet0YmmfbMwkw,CF1,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
168,Bid and Buy Service,_SE8W5-cdEeet0YmmfbMwkw,CF1,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
169,Bid and Buy Service,_SFABbOcdEeet0YmmfbMwkw,CF2,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
170,Inventory Service,_SE8Xj-cdEeet0YmmfbMwkw,CF1,176.5041,13.2855,13.2855,2.2468,5.1733,7.4636
171,User Management Service,_SFDsVecdEeet0YmmfbMwkw,CF5,239.9818,15.4913,15.4913,2.3802,5.4806,7.9068
172,Query Service,_SFBPiOcdEeet0YmmfbMwkw,CF3,754.544,27.469,27.469,2.8777,6.6261,9.5595
173,Buy Now Item Filter,_SE-zR-cdEeet0YmmfbMwkw,CF2,129.7531,11.3909,11.3909,2.1131,4.8656,7.0196
174,Item Management Service,_SE_a3ucdEeet0YmmfbMwkw,CF2,119.1233,10.9144,10.9144,2.076,4.7802,6.8963
175,Query Service,_SFB2qOcdEeet0YmmfbMwkw,CF3,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
176,Region Item Filter,_SE_adecdEeet0YmmfbMwkw,CF2,103.0166,10.1497,10.1497,2.0129,4.6349,6.6867
177,Past Sales Item Filter,_SE-Mo-cdEeet0YmmfbMwkw,CF2,96.9601,9.8468,9.8468,1.9866,4.5743,6.5993
178,Last Second Sales Item Filter,_SE-L_ecdEeet0YmmfbMwkw,CF1,96.6743,9.8323,9.8323,1.9853,4.5713,6.5951
179,Query Service,_SFB3SOcdEeet0YmmfbMwkw,CF3,502.9424,22.4264,22.4264,2.7015,6.2205,8.9742
180,Buy Now Item Filter,_SFDE5OcdEeet0YmmfbMwkw,CF5,113.2375,10.6413,10.6413,2.054,4.7295,6.8232
181,Persistence Service,_SFApJ-cdEeet0YmmfbMwkw,CF3,360.9117,18.9977,18.9977,2.5574,5.8886,8.4955
182,Item Management Service,_SFDs_-cdEeet0YmmfbMwkw,CF5,96.463,9.8216,9.8216,1.9844,4.5692,6.5919
183,Past Sales Item Filter,_SFCeYOcdEeet0YmmfbMwkw,CF5,88.1654,9.3896,9.3896,1.9453,4.4792,6.4621
184,Region Item Filter,_SFDr9ucdEeet0YmmfbMwkw,CF5,83.4187,9.1334,9.1334,1.9213,4.4239,6.3823
185,Last Second Sales Item Filter,_SFCduucdEeet0YmmfbMwkw,CF5,75.0489,8.6631,8.6631,1.8753,4.3181,6.2298
186,Inventory Service,_SFACFOcdEeet0YmmfbMwkw,CF3,235.3389,15.3408,15.3408,2.3717,5.461,7.8786
187,Reputation Service,_SFAogecdEeet0YmmfbMwkw,CF3,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
188,Availability Item Filter,_SE-z7OcdEeet0YmmfbMwkw,CF2,45.103,6.7159,6.7159,1.6542,3.8089,5.4952
189,Availability Item Filter,_SFDFiecdEeet0YmmfbMwkw,CF5,37.5863,6.1308,6.1308,1.575,3.6266,5.2321
190,Query Service,_SFGIEOcdEeet0YmmfbMwkw,CF1,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
191,Query Service,_SFLAhecdEeet0YmmfbMwkw,CF2,638.4603,25.2678,25.2678,2.8051,6.4591,9.3185
192,Query Service,_SFS8fOcdEeet0YmmfbMwkw,CF5,507.4833,22.5274,22.5274,2.7054,6.2295,8.9872
193,User Management Service,_SFJK8ecdEeet0YmmfbMwkw,CF1,282.1874,16.7984,16.7984,2.4505,5.6426,8.1405
194,Persistence Service,_SFFhxOcdEeet0YmmfbMwkw,CF1,257.7941,16.056,16.056,2.4113,5.5522,8.0101
195,Persistence Service,_SFKad-cdEeet0YmmfbMwkw,CF2,257.7941,16.056,16.056,2.4113,5.5522,8.0101
196,Reputation Service,_SFFhHucdEeet0YmmfbMwkw,CF1,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
197,Reputation Service,_SFKZ0ecdEeet0YmmfbMwkw,CF2,224.4357,14.9812,14.9812,2.3511,5.4136,7.8102
198,Seller Reputation Item Filter,_SFLot-cdEeet0YmmfbMwkw,CF2,213.5564,14.6136,14.6136,2.3295,5.3639,7.7385
199,Bid and Buy Service,_SFE52ucdEeet0YmmfbMwkw,CF1,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
200,Bid and Buy Service,_SFJytecdEeet0YmmfbMwkw,CF2,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
201,Bid and Buy Service,_SFJzVecdEeet0YmmfbMwkw,CF2,192.0054,13.8566,13.8566,2.2833,5.2575,7.585
202,Inventory Service,_SFE6gucdEeet0YmmfbMwkw,CF1,176.5041,13.2855,13.2855,2.2468,5.1733,7.4636
203,Inventory Service,_SFKZLecdEeet0YmmfbMwkw,CF2,176.5041,13.2855,13.2855,2.2468,5.1733,7.4636
204,User Management Service,_SFOqv-cdEeet0YmmfbMwkw,CF5,242.1133,15.56,15.56,2.384,5.4894,7.9195
205,User Management Service,_SEu7eecdEeet0YmmfbMwkw,CF5,237.7464,15.419,15.419,2.3761,5.4712,7.8933
206,Persistence Service,_SFSW5-cdEeet0YmmfbMwkw,CF5,208.6314,14.4441,14.4441,2.3194,5.3406,7.7048
207,Reputation Service,_SFSWQecdEeet0YmmfbMwkw,CF5,198.1264,14.0757,14.0757,2.2969,5.2889,7.6303
208,Query Service,_SFM2Y-cdEeet0YmmfbMwkw,CF3,754.544,27.469,27.469,2.8777,6.6261,9.5595
