,Optimal_Affected_Component_Uid,Optimal_Failure,log2
150,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.5586
151,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.6887
152,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.3704
153,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2738
154,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.775
155,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.8776
156,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.8666
157,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.3282
158,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.7725
159,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.0048
160,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2331
161,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.5648
162,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.3706
163,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2419
164,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2667
165,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.0833
166,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.8098
167,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2998
168,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.881
169,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.7749
170,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.1751
171,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.4456
172,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.3472
173,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.409
174,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.467
175,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.338
176,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.0081
177,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.5526
178,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.0683
179,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.1805
180,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2144
181,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.5721
182,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.6076
183,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.6711
184,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.4467
185,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2003
186,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.4988
187,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.575
188,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2476
189,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.7983
190,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.3277
191,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2209
192,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.3986
193,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.1542
194,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.4888
195,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.8311
196,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.5766
197,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.9331
198,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.1195
199,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2908
200,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.0151
201,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.7063
202,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0098
203,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7443
204,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6924
205,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4094
206,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4945
207,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.807
208,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0691
209,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9751
210,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.4646
211,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.203
212,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.8197
213,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.2298
214,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.8322
215,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3895
216,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6737
217,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4622
218,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.514
219,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.2648
220,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.37
221,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9099
222,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.1485
223,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.1256
224,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0603
225,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.8808
226,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.2434
227,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3267
228,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3271
229,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5131
230,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6596
231,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5019
232,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3914
233,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.2345
234,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5293
235,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0636
236,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.1486
237,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6825
238,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.2036
239,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5561
240,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7429
241,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5218
242,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4444
243,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7874
244,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7399
245,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.611
246,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.8535
247,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0117
248,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.8415
249,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.1505
250,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5517
251,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3594
252,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3468
253,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4979
254,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.748
255,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.259
256,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.0944
257,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.2246
258,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.1013
259,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.9909
260,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3178
261,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.8828
262,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4556
263,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4079
264,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.893
265,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3722
266,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.0843
267,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.6107
268,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.431
269,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3576
270,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.7689
271,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.2815
272,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4662
273,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6959
274,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0838
275,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6069
276,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.5767
277,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.935
278,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.2863
279,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.927
280,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3599
281,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9257
282,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3018
283,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0094
284,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4208
285,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9004
286,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.714
287,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.8782
288,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7195
289,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9568
290,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.1817
291,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5482
292,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0558
293,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5839
294,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.2029
295,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9776
296,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3519
297,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.8194
298,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5252
299,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7465
300,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6397
301,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6661
302,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5585
303,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6598
304,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7245
305,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4597
306,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.2502
307,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7847
308,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9298
309,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.298
310,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1429
311,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.6697
312,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6443
313,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4879
314,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5603
315,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4204
316,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.2745
317,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5074
318,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1715
319,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9677
320,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6039
321,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7372
322,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.2097
323,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.2512
324,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.3134
325,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0974
326,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.3619
327,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5388
328,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6489
329,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7873
330,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.992
331,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6284
332,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6187
333,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4215
334,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9467
335,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4467
336,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9293
337,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5672
338,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6304
339,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.1911
340,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.4558
341,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.8414
342,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.8479
343,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.3966
344,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.1523
345,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4641
346,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.3204
347,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.3194
348,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.3235
349,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.8278
350,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9292
351,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7504
352,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9587
353,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0155
354,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.8888
355,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1424
356,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.9704
357,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.2068
358,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.8774
359,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6685
360,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5467
361,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6979
362,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.324
363,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6623
364,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4577
365,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.2046
366,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4666
367,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4007
368,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.1627
369,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5078
370,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6631
371,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9487
372,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5251
373,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5162
374,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4981
375,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0806
376,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9251
377,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7635
378,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7214
379,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0678
380,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.2724
381,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5245
382,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4384
383,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5607
384,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.3968
385,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7343
386,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7967
387,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9897
388,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5481
389,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.2866
390,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5627
391,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0661
392,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.985
393,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.3682
394,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7018
395,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1341
396,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0059
397,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.417
398,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7804
399,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.3907
400,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.099
401,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.3963
402,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6354
403,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.924
404,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.9807
405,_SE-L_ecdEeet0YmmfbMwkw,CF1,5.1735
406,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.6897
407,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.0516
408,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.1114
409,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.285
410,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.5679
