,Optimal_Affected_Component_Uid,Optimal_Failure,log10
66,_SE-L2-cdEeet0YmmfbMwkw,CF1,19.7774
67,_SE-L2-cdEeet0YmmfbMwkw,CF1,18.7064
68,_SE-L2-cdEeet0YmmfbMwkw,CF1,18.1151
69,_SE-L2-cdEeet0YmmfbMwkw,CF1,17.8625
70,_SE-L2-cdEeet0YmmfbMwkw,CF1,19.7019
71,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.3339
72,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.0828
73,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.7309
74,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.6992
75,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.7559
76,_SE-L2-cdEeet0YmmfbMwkw,CF1,24.1741
77,_SE-L2-cdEeet0YmmfbMwkw,CF1,24.7244
78,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.8709
79,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.9965
80,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.9702
81,_SE-L2-cdEeet0YmmfbMwkw,CF1,20.4186
82,_SE-L2-cdEeet0YmmfbMwkw,CF1,19.705
83,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.5339
84,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.1152
85,_SE-L2-cdEeet0YmmfbMwkw,CF1,20.1716
86,_SE-L2-cdEeet0YmmfbMwkw,CF1,19.1774
87,_SE-L2-cdEeet0YmmfbMwkw,CF1,20.2589
88,_SE-L2-cdEeet0YmmfbMwkw,CF1,20.7975
89,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.9874
90,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.9675
91,_SE-L2-cdEeet0YmmfbMwkw,CF1,20.003
92,_SE-L2-cdEeet0YmmfbMwkw,CF1,21.7705
93,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.7324
94,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.9736
95,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.2223
96,_SE-L2-cdEeet0YmmfbMwkw,CF1,24.0447
97,_SE-L2-cdEeet0YmmfbMwkw,CF1,22.4324
98,_SE-L2-cdEeet0YmmfbMwkw,CF1,23.948
99,_SE-L2-cdEeet0YmmfbMwkw,CF1,25.2807
100,_SE-L2-cdEeet0YmmfbMwkw,CF1,25.4414
101,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3823
102,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.9471
103,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.7727
104,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.223
105,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.079
106,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.161
107,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.7285
108,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.9106
109,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.3082
110,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.0746
111,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.8287
112,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.2715
113,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.8271
114,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3648
115,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4511
116,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.7485
117,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.3824
118,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.0166
119,_SE-L4ucdEeet0YmmfbMwkw,CF1,-2.1593
120,_SE-L4ucdEeet0YmmfbMwkw,CF1,-2.5982
121,_SE-L4ucdEeet0YmmfbMwkw,CF1,-2.1514
122,_SE-L4ucdEeet0YmmfbMwkw,CF1,-0.9964
123,_SE-L4ucdEeet0YmmfbMwkw,CF1,-0.5898
124,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.14
125,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.3277
126,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.6743
127,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.6528
128,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.0403
129,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.4237
130,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.1783
131,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.8783
132,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.2005
133,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.5335
134,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.2388
135,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.8275
136,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.8194
137,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.7649
138,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.0199
139,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.4205
140,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.4935
141,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.2825
142,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.8114
143,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.7472
144,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.7591
145,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.2683
146,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.7763
147,_SE-L4ucdEeet0YmmfbMwkw,CF1,-0.4617
148,_SE-L4ucdEeet0YmmfbMwkw,CF1,-0.4402
149,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.78
150,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.3567
151,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.2416
152,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.3052
153,_SE-L4ucdEeet0YmmfbMwkw,CF1,-0.1198
154,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.1354
155,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.1183
156,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.4569
157,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.209
158,_SE-L4ucdEeet0YmmfbMwkw,CF1,-0.703
159,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.838
160,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.831
161,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.5184
162,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.7598
163,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.2409
164,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.255
165,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.0183
166,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.523
167,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.1899
168,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.8374
169,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.0193
170,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.4582
171,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.4079
172,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.618
173,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.2141
174,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.4656
175,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.3659
176,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.0798
177,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.7228
178,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.6466
179,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.178
180,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.2278
181,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.7407
182,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.3886
183,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.9014
184,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.4665
185,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.7201
186,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.2027
187,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.9287
188,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.5034
189,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.613
190,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.2287
191,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.251
192,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.0502
193,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.0081
194,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.0714
195,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.6029
196,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.1365
197,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.6804
198,_SE-L4ucdEeet0YmmfbMwkw,CF1,0.9148
199,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.4713
200,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.8239
201,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.5032
202,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.0928
203,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.4788
204,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.1953
205,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.8865
206,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.333
207,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.2924
208,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.1363
209,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.9602
210,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.914
211,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.3971
212,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.1855
213,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.9944
214,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.833
215,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9526
216,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9605
217,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.5703
218,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.7848
219,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.883
220,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.0997
221,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.5487
222,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.6769
223,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.5952
224,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.244
225,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.9058
226,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.7826
227,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3805
228,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1895
229,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.8981
230,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.7281
231,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4102
232,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3764
233,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2074
234,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0427
235,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2506
236,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0393
237,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4577
238,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.3236
239,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.6108
240,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.4706
241,_SE-L5ecdEeet0YmmfbMwkw,CF1,-0.215
242,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.2349
243,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.0487
244,_SE-L5ecdEeet0YmmfbMwkw,CF1,-0.7078
245,_SE-L5ecdEeet0YmmfbMwkw,CF1,-1.784
246,_SE-L5ecdEeet0YmmfbMwkw,CF1,-0.71
247,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.7935
248,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.2752
249,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.0118
250,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.5482
251,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.0611
252,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.5711
253,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9791
254,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.9551
255,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.7894
256,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.248
257,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.803
258,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.3478
259,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.2987
260,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.1099
261,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.6462
262,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.0398
263,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.627
264,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.6973
265,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.547
266,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.9881
267,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.2338
268,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.7658
269,_SE-L5ecdEeet0YmmfbMwkw,CF1,-0.3311
270,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.8235
271,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.589
272,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.0332
273,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.4966
274,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.6658
275,_SE-L5ecdEeet0YmmfbMwkw,CF1,0.8613
276,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.2354
277,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.4264
278,_SE-L5ecdEeet0YmmfbMwkw,CF1,1.8684
279,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.4201
280,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.3242
281,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.0894
282,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.4411
283,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.3336
284,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3691
285,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.43
286,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.9684
287,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.8628
288,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3356
289,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2148
290,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.3238
291,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5183
292,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6944
293,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.2373
294,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.7362
295,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.6873
296,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6601
297,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.8393
298,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.0091
299,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.107
300,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4756
301,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.9944
302,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.9046
303,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2733
304,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1416
305,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3937
306,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7579
307,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3002
308,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0623
309,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.3864
310,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.3276
311,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.2057
312,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.6595
313,_SE-L8ecdEeet0YmmfbMwkw,CF3,-0.0845
314,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.2185
315,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.7176
316,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3182
317,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3656
318,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1633
319,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1576
320,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.873
321,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.7162
322,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.4433
323,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0795
324,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.0434
325,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2367
326,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.4215
327,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0784
328,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.4365
329,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.1666
330,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.86
331,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.9917
332,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.1702
333,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.8301
334,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.2712
335,_SE-L8ecdEeet0YmmfbMwkw,CF3,-0.0376
336,_SE-L8ecdEeet0YmmfbMwkw,CF3,-1.0783
337,_SE-L8ecdEeet0YmmfbMwkw,CF3,-0.5233
338,_SE-L8ecdEeet0YmmfbMwkw,CF3,-1.7296
339,_SE-L8ecdEeet0YmmfbMwkw,CF3,-1.4509
340,_SE-L8ecdEeet0YmmfbMwkw,CF3,-1.8502
341,_SE-L8ecdEeet0YmmfbMwkw,CF3,-2.961
342,_SE-L8ecdEeet0YmmfbMwkw,CF3,-2.2813
343,_SE-L8ecdEeet0YmmfbMwkw,CF3,-0.0389
344,_SE-L8ecdEeet0YmmfbMwkw,CF3,-1.1443
345,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.6215
346,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.5921
347,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.6627
348,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.4448
349,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.131
350,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.4878
351,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.4783
352,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2491
353,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2504
354,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.328
355,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0674
356,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.506
357,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.2575
358,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.1325
359,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.404
360,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.6209
361,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.6131
362,_SE-L8ecdEeet0YmmfbMwkw,CF3,-0.173
363,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.4517
364,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.0218
365,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.7398
366,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.5222
367,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.7601
368,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.2301
369,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.9919
370,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1596
371,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0422
372,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5725
373,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9582
374,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.4667
375,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5765
376,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.5127
377,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0497
378,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1739
379,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0021
380,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.8897
381,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7307
382,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.7775
383,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.906
384,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7981
385,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.9845
386,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.4239
387,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.5888
388,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.6831
389,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.8004
390,_SE-L8ecdEeet0YmmfbMwkw,CF3,-0.1025
391,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.6737
392,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3636
393,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8364
394,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.3623
395,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.8742
396,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.6003
397,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.1167
398,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.578
399,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.8329
400,_SE-L8ecdEeet0YmmfbMwkw,CF3,-0.3211
401,_SE-L8ecdEeet0YmmfbMwkw,CF3,-0.1781
402,_SE-L8ecdEeet0YmmfbMwkw,CF3,-1.6474
403,_SE-L8ecdEeet0YmmfbMwkw,CF3,-1.7565
404,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.68
405,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.0777
406,_SE-L_ecdEeet0YmmfbMwkw,CF1,-0.5484
407,_SE-L_ecdEeet0YmmfbMwkw,CF1,-0.1435
408,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.3261
409,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.579
