,Optimal_Affected_Component_Uid,Optimal_Failure,raw
69,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.699
70,_SE-L2-cdEeet0YmmfbMwkw,CF1,505.9705
71,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.8412
72,_SE-L2-cdEeet0YmmfbMwkw,CF1,505.4618
73,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.9982
74,_SE-L2-cdEeet0YmmfbMwkw,CF1,505.6831
75,_SE-L2-cdEeet0YmmfbMwkw,CF1,506.5103
76,_SE-L2-cdEeet0YmmfbMwkw,CF1,506.7813
77,_SE-L2-cdEeet0YmmfbMwkw,CF1,507.4786
78,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.7291
79,_SE-L2-cdEeet0YmmfbMwkw,CF1,507.4942
80,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.3929
81,_SE-L2-cdEeet0YmmfbMwkw,CF1,507.6922
82,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.202
83,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.3457
84,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.8809
85,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.2472
86,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.6115
87,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.9359
88,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.8443
89,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.5689
90,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.514
91,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.9893
92,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.7046
93,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.7931
94,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.5518
95,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.3624
96,_SE-L2-cdEeet0YmmfbMwkw,CF1,511.0584
97,_SE-L2-cdEeet0YmmfbMwkw,CF1,511.0996
98,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.3731
99,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.3035
100,_SE-L2-cdEeet0YmmfbMwkw,CF1,507.2754
101,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.8889
102,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.1403
103,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.7059
104,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.5935
105,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.3063
106,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.8361
107,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.1998
108,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.1518
109,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.327
110,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.4019
111,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.5852
112,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.3786
113,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.5442
114,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.9332
115,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.8828
116,_SE-L4ucdEeet0YmmfbMwkw,CF1,59.3824
117,_SE-L4ucdEeet0YmmfbMwkw,CF1,59.9776
118,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.2198
119,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.2199
120,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.0474
121,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7509
122,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.2257
123,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.5325
124,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.8222
125,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.5737
126,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.7649
127,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.5964
128,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.6703
129,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.768
130,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.5783
131,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.77
132,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.3964
133,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.9198
134,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.9727
135,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.4162
136,_SE-L4ucdEeet0YmmfbMwkw,CF1,65.1725
137,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.5431
138,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.023
139,_SE-L4ucdEeet0YmmfbMwkw,CF1,65.2642
140,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.4948
141,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.5905
142,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.87
143,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.5893
144,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.0213
145,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.7782
146,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.32
147,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.2377
148,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.4683
149,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.794
150,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.3733
151,_SE-L4ucdEeet0YmmfbMwkw,CF1,59.8444
152,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.0389
153,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.5058
154,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.9965
155,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.0482
156,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.2471
157,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.8035
158,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.7822
159,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.0386
160,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.8482
161,_SE-L4ucdEeet0YmmfbMwkw,CF1,59.0488
162,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.8
163,_SE-L4ucdEeet0YmmfbMwkw,CF1,59.0612
164,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.4624
165,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.1715
166,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.1115
167,_SE-L4ucdEeet0YmmfbMwkw,CF1,57.9725
168,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.7698
169,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.6048
170,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.1443
171,_SE-L4ucdEeet0YmmfbMwkw,CF1,57.2569
172,_SE-L4ucdEeet0YmmfbMwkw,CF1,59.1341
173,_SE-L4ucdEeet0YmmfbMwkw,CF1,57.353
174,_SE-L4ucdEeet0YmmfbMwkw,CF1,57.1952
175,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.1392
176,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.9857
177,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.7073
178,_SE-L4ucdEeet0YmmfbMwkw,CF1,58.7459
179,_SE-L4ucdEeet0YmmfbMwkw,CF1,59.5946
180,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.6465
181,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.2226
182,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.82
183,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.6983
184,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7943
185,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.3722
186,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.0735
187,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.8735
188,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.9874
189,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.6283
190,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.3933
191,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.9199
192,_SE-L4ucdEeet0YmmfbMwkw,CF1,65.079
193,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.7143
194,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.7215
195,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.0333
196,_SE-L4ucdEeet0YmmfbMwkw,CF1,64.9569
197,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.3401
198,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.9057
199,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.981
200,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.814
201,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.6879
202,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.3512
203,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.5608
204,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.8286
205,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.0865
206,_SE-L5ecdEeet0YmmfbMwkw,CF1,45.4255
207,_SE-L5ecdEeet0YmmfbMwkw,CF1,45.5191
208,_SE-L5ecdEeet0YmmfbMwkw,CF1,45.7467
209,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.4457
210,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.6639
211,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.5557
212,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.4885
213,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.743
214,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.8981
215,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.5918
216,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.4781
217,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.4886
218,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.8481
219,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.309
220,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.3059
221,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.0424
222,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.7879
223,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.9464
224,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.172
225,_SE-L5ecdEeet0YmmfbMwkw,CF1,53.627
226,_SE-L5ecdEeet0YmmfbMwkw,CF1,54.3084
227,_SE-L5ecdEeet0YmmfbMwkw,CF1,53.6434
228,_SE-L5ecdEeet0YmmfbMwkw,CF1,54.0185
229,_SE-L5ecdEeet0YmmfbMwkw,CF1,54.6462
230,_SE-L5ecdEeet0YmmfbMwkw,CF1,53.4812
231,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.2651
232,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.3759
233,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.821
234,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.9302
235,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.9603
236,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.9613
237,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.1001
238,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.2088
239,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.7888
240,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.7275
241,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.5287
242,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.6616
243,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.855
244,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.0034
245,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.4313
246,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.1968
247,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.1727
248,_SE-L5ecdEeet0YmmfbMwkw,CF1,53.3521
249,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.7798
250,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.3423
251,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.6673
252,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.7866
253,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.8021
254,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.8717
255,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.4803
256,_SE-L5ecdEeet0YmmfbMwkw,CF1,53.1077
257,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.0007
258,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.4768
259,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.4858
260,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.9831
261,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.7007
262,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.6323
263,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.9228
264,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.3001
265,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.1463
266,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.4923
267,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.9836
268,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.6475
269,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.2057
270,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.7104
271,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.3754
272,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.7963
273,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.4739
274,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.4859
275,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.537
276,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.4281
277,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.5301
278,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.1578
279,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.2775
280,_SE-L5ecdEeet0YmmfbMwkw,CF1,45.9854
281,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.0229
282,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.1062
283,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.9133
284,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.8225
285,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.3857
286,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.9205
287,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.0591
288,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.2926
289,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.8627
290,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.7655
291,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.2534
292,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.4337
293,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.4583
294,_SE-L5ecdEeet0YmmfbMwkw,CF1,45.6307
295,_SE-L5ecdEeet0YmmfbMwkw,CF1,45.7655
296,_SE-L5ecdEeet0YmmfbMwkw,CF1,46.7882
297,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.2634
298,_SE-L5ecdEeet0YmmfbMwkw,CF1,47.5888
299,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.0142
300,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.1941
301,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.6752
302,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.2954
303,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1919
304,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.9261
305,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.0597
306,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.4768
307,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.4614
308,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.8014
309,_SE-L8ecdEeet0YmmfbMwkw,CF3,29.779
310,_SE-L8ecdEeet0YmmfbMwkw,CF3,28.3887
311,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.5402
312,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.2343
313,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.6789
314,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.9737
315,_SE-L8ecdEeet0YmmfbMwkw,CF3,28.1621
316,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.8407
317,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.6818
318,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.1818
319,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.0317
320,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.9921
321,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.8385
322,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.9726
323,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.579
324,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.4979
325,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.8244
326,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.2676
327,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.6283
328,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.4132
329,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.1108
330,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.3527
331,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.5122
332,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.5294
333,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.2573
334,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.8739
335,_SE-L8ecdEeet0YmmfbMwkw,CF3,28.4511
336,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.5966
337,_SE-L8ecdEeet0YmmfbMwkw,CF3,28.1446
338,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.9789
339,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.7686
340,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.6394
341,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.83
342,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.1037
343,_SE-L8ecdEeet0YmmfbMwkw,CF3,22.545
344,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.1573
345,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.1841
346,_SE-L8ecdEeet0YmmfbMwkw,CF3,28.1778
347,_SE-L8ecdEeet0YmmfbMwkw,CF3,30.0368
348,_SE-L8ecdEeet0YmmfbMwkw,CF3,29.2611
349,_SE-L8ecdEeet0YmmfbMwkw,CF3,28.6662
350,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.9465
351,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.8137
352,_SE-L8ecdEeet0YmmfbMwkw,CF3,29.6171
353,_SE-L8ecdEeet0YmmfbMwkw,CF3,28.985
354,_SE-L8ecdEeet0YmmfbMwkw,CF3,28.5744
355,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.5058
356,_SE-L8ecdEeet0YmmfbMwkw,CF3,28.5503
357,_SE-L8ecdEeet0YmmfbMwkw,CF3,30.4715
358,_SE-L8ecdEeet0YmmfbMwkw,CF3,31.2081
359,_SE-L8ecdEeet0YmmfbMwkw,CF3,33.3481
360,_SE-L8ecdEeet0YmmfbMwkw,CF3,34.5804
361,_SE-L8ecdEeet0YmmfbMwkw,CF3,34.8989
362,_SE-L8ecdEeet0YmmfbMwkw,CF3,34.9133
363,_SE-L8ecdEeet0YmmfbMwkw,CF3,34.6101
364,_SE-L8ecdEeet0YmmfbMwkw,CF3,35.2944
365,_SE-L8ecdEeet0YmmfbMwkw,CF3,34.686
366,_SE-L8ecdEeet0YmmfbMwkw,CF3,32.9747
367,_SE-L8ecdEeet0YmmfbMwkw,CF3,31.7636
368,_SE-L8ecdEeet0YmmfbMwkw,CF3,31.4044
369,_SE-L8ecdEeet0YmmfbMwkw,CF3,30.4244
370,_SE-L8ecdEeet0YmmfbMwkw,CF3,30.449
371,_SE-L8ecdEeet0YmmfbMwkw,CF3,28.2739
372,_SE-L8ecdEeet0YmmfbMwkw,CF3,29.2472
373,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.9687
374,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.2469
375,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.5969
376,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.0921
377,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9373
378,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.6258
379,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.7632
380,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.5347
381,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.7876
382,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.5257
383,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.5038
384,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.962
385,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.1382
386,_SE-L8ecdEeet0YmmfbMwkw,CF3,20.9891
387,_SE-L8ecdEeet0YmmfbMwkw,CF3,22.3012
388,_SE-L8ecdEeet0YmmfbMwkw,CF3,20.3146
389,_SE-L8ecdEeet0YmmfbMwkw,CF3,19.7448
390,_SE-L8ecdEeet0YmmfbMwkw,CF3,22.1913
391,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.1658
392,_SE-L8ecdEeet0YmmfbMwkw,CF3,23.2225
393,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.3992
394,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.8409
395,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.0088
396,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.2744
397,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.7288
398,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.3218
399,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.2453
400,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.8723
401,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.4131
402,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.6092
403,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.8477
404,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.522
405,_SE-L_ecdEeet0YmmfbMwkw,CF1,9.0971
406,_SE-L_ecdEeet0YmmfbMwkw,CF1,11.1229
407,_SE-L_ecdEeet0YmmfbMwkw,CF1,13.8075
408,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.5124
409,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.0871
410,_SE-L_ecdEeet0YmmfbMwkw,CF1,11.3433
