,Optimal_Affected_Component_Uid,Optimal_Failure,ln
193,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.5053
194,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.9783
195,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.7464
196,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.5263
197,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.9082
198,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.382
199,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.7581
200,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.6006
201,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.6599
202,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7529
203,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7692
204,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4516
205,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0013
206,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3072
207,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.4814
208,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.6635
209,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9782
210,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.6081
211,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6591
212,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3708
213,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8598
214,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.3817
215,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.9983
216,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8955
217,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.682
218,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0285
219,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0701
220,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.8486
221,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5039
222,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.1327
223,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6727
224,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.094
225,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4238
226,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.755
227,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6149
228,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0847
229,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7393
230,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3314
231,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0175
232,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.8931
233,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3964
234,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0184
235,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7489
236,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1526
237,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2589
238,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4366
239,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.315
240,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.7198
241,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.9672
242,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.897
243,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.7055
244,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9298
245,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3456
246,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.5392
247,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4042
248,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.6544
249,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8933
250,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.6241
251,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.9406
252,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.0724
253,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8516
254,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.1945
255,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3314
256,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4643
257,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3306
258,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8891
259,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.5214
260,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4132
261,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.8596
262,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9803
263,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.4144
264,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.0483
265,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.1758
266,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.1166
267,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.3787
268,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.7345
269,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.1415
270,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.831
271,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.6172
272,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.883
273,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.5839
274,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3137
275,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.957
276,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.6108
277,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.392
278,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.6301
279,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4092
280,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0274
281,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4786
282,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.0531
283,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3072
284,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.273
285,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0277
286,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3165
287,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.2015
288,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.0143
289,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.6217
290,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.2447
291,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.2573
292,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.5059
293,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.9697
294,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.1635
295,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.1657
296,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.9341
297,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.2894
298,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.8106
299,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9864
300,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.8783
301,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4549
302,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1669
303,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1879
304,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9588
305,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5598
306,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0102
307,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.4239
308,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9293
309,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1837
310,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.6083
311,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.3043
312,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.7441
313,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.7252
314,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0798
315,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.87
316,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6222
317,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.9626
318,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6211
319,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1521
320,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5853
321,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0355
322,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.3951
323,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.3102
324,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5842
325,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3091
326,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7442
327,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.1058
328,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3216
329,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7441
330,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8517
331,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.5399
332,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.5016
333,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.4346
334,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.308
335,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.612
336,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.5753
337,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2493
338,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.8951
339,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.293
340,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.58
341,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.8458
342,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2024
343,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.8036
344,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.6592
345,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.5328
346,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.6777
347,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1086
348,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0839
349,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6716
350,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0043
351,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.8389
352,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.3257
353,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.199
354,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9661
355,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.0191
356,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.5446
357,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.2705
358,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.3983
359,_SE-L8ecdEeet0YmmfbMwkw,CF3,10.6259
360,_SE-L8ecdEeet0YmmfbMwkw,CF3,10.677
361,_SE-L8ecdEeet0YmmfbMwkw,CF3,10.6371
362,_SE-L8ecdEeet0YmmfbMwkw,CF3,10.1961
363,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.8982
364,_SE-L8ecdEeet0YmmfbMwkw,CF3,9.1229
365,_SE-L8ecdEeet0YmmfbMwkw,CF3,9.1083
366,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.2646
367,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.4232
368,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.9935
369,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.6744
370,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.816
371,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.7063
372,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0844
373,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.4536
374,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.4121
375,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.8389
376,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.141
377,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.7553
378,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.5601
379,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.6178
380,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.9831
381,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.7901
382,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.9602
383,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.2327
384,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2168
385,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0879
386,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5836
387,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0003
388,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.6529
389,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9859
390,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0852
391,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2648
392,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3675
393,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0825
394,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6668
395,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7834
396,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7706
397,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9507
398,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5273
399,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7705
400,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5141
401,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6762
402,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.068
403,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.7116
404,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.9836
405,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.597
406,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.5207
407,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.4155
408,_SE-L_ecdEeet0YmmfbMwkw,CF1,0.9333
409,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.3943
410,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.2039
