,Optimal_Affected_Component_Uid,Optimal_Failure,cube
124,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.4671
125,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.2804
126,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.4897
127,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.3267
128,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.4288
129,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.9034
130,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.6744
131,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.86
132,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6407
133,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.913
134,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4775
135,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3524
136,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.8492
137,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.7183
138,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.4179
139,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.748
140,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.3099
141,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.0662
142,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.4517
143,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.9849
144,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.4154
145,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.436
146,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.6947
147,_SE-L4ucdEeet0YmmfbMwkw,CF1,2.6622
148,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.6943
149,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.1584
150,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.2765
151,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.5182
152,_SE-L4ucdEeet0YmmfbMwkw,CF1,1.8466
153,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.686
154,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.2039
155,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.1341
156,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.0791
157,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.3523
158,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.0872
159,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.5535
160,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.5755
161,_SE-L4ucdEeet0YmmfbMwkw,CF1,3.7174
162,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.127
163,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.8928
164,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.4088
165,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.8897
166,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6755
167,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.1871
168,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.1038
169,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.5237
170,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4827
171,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.2337
172,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.435
173,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.6798
174,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.8284
175,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.7281
176,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.728
177,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.0163
178,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.5784
179,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.8699
180,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.3991
181,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.29
182,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.421
183,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.8552
184,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.1548
185,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.1527
186,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.1991
187,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.6587
188,_SE-L4ucdEeet0YmmfbMwkw,CF1,10.8724
189,_SE-L4ucdEeet0YmmfbMwkw,CF1,10.601
190,_SE-L4ucdEeet0YmmfbMwkw,CF1,10.6773
191,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.4897
192,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.8434
193,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.5886
194,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.4285
195,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.1743
196,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.865
197,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.0633
198,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.7455
199,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.5563
200,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.0635
201,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.0876
202,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2312
203,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5347
204,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.648
205,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.5641
206,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7519
207,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.815
208,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3553
209,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.8749
210,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.1974
211,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.537
212,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.2219
213,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9913
214,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.4294
215,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.7829
216,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.5792
217,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2399
218,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5947
219,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5912
220,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3604
221,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6326
222,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.8308
223,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.6078
224,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.3252
225,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.018
226,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9786
227,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9199
228,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.1481
229,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.4689
230,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0421
231,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3026
232,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.137
233,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.2951
234,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.573
235,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.3997
236,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.9779
237,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.8857
238,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4268
239,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.667
240,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.8142
241,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.7816
242,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.1447
243,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.6355
244,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4516
245,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.0716
246,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0278
247,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.2461
248,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.5486
249,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.4732
250,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.9138
251,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.0114
252,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.1289
253,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.826
254,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.2934
255,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.4257
256,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4733
257,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.2074
258,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.1521
259,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.5502
260,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.003
261,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.367
262,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7069
263,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.1833
264,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.7493
265,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.6705
266,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.54
267,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.2854
268,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7071
269,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.6835
270,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.991
271,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0756
272,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.9776
273,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.2623
274,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.8714
275,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7645
276,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4943
277,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.1246
278,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6481
279,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.7507
280,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.8742
281,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3284
282,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8127
283,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.9462
284,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.8918
285,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.7115
286,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1912
287,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.119
288,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.6513
289,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.1146
290,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6905
291,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.6454
292,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9493
293,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.6678
294,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7422
295,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5663
296,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6094
297,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.2183
298,_SE-L5ecdEeet0YmmfbMwkw,CF1,2.8169
299,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.8378
300,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.3227
301,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.405
302,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.8514
303,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8521
304,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6651
305,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1624
306,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9663
307,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7909
308,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9705
309,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5022
310,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.366
311,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.4093
312,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.8455
313,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.1407
314,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.7251
315,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.3031
316,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0829
317,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.6353
318,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1442
319,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9989
320,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.8131
321,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6112
322,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7032
323,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5145
324,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.668
325,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.3843
326,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.099
327,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.3016
328,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.9324
329,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.7684
330,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.0057
331,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2496
332,_SE-L8ecdEeet0YmmfbMwkw,CF3,0.4566
333,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1072
334,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.8636
335,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.9815
336,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.5465
337,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.477
338,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.3757
339,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.8826
340,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.9061
341,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.815
342,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2634
343,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8866
344,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8441
345,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.6409
346,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2154
347,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.133
348,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.8059
349,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.3655
350,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.8307
351,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.6021
352,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2649
353,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.6913
354,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7174
355,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.377
356,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.8532
357,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.4818
358,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.284
359,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9109
360,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.3063
361,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.0262
362,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2331
363,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7
364,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5817
365,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.4328
366,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.8215
367,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.2632
368,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.2336
369,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.4051
370,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.4213
371,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7986
372,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.528
373,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.2759
374,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0373
375,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0358
376,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9017
377,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.3622
378,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7524
379,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2212
380,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6368
381,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8183
382,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2634
383,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.9686
384,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0631
385,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.8609
386,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.0945
387,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.3065
388,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7985
389,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.7214
390,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.4703
391,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.253
392,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2466
393,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.3605
394,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.0942
395,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.9418
396,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9885
397,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0616
398,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.4742
399,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.825
400,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.9928
401,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5528
402,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.1582
403,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.313
404,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.8564
405,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.5623
406,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.0619
407,_SE-L_ecdEeet0YmmfbMwkw,CF1,1.9813
408,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.13
409,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.2303
410,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.836
