,Optimal_Affected_Component_Uid,Optimal_Failure,sqt
46,_SE-L2-cdEeet0YmmfbMwkw,CF1,96.799
47,_SE-L2-cdEeet0YmmfbMwkw,CF1,95.0428
48,_SE-L2-cdEeet0YmmfbMwkw,CF1,95.4267
49,_SE-L2-cdEeet0YmmfbMwkw,CF1,95.752
50,_SE-L2-cdEeet0YmmfbMwkw,CF1,98.618
51,_SE-L2-cdEeet0YmmfbMwkw,CF1,98.2302
52,_SE-L2-cdEeet0YmmfbMwkw,CF1,99.198
53,_SE-L2-cdEeet0YmmfbMwkw,CF1,99.3327
54,_SE-L2-cdEeet0YmmfbMwkw,CF1,101.1281
55,_SE-L2-cdEeet0YmmfbMwkw,CF1,100.3999
56,_SE-L2-cdEeet0YmmfbMwkw,CF1,99.7871
57,_SE-L2-cdEeet0YmmfbMwkw,CF1,101.5443
58,_SE-L2-cdEeet0YmmfbMwkw,CF1,102.8177
59,_SE-L2-cdEeet0YmmfbMwkw,CF1,101.5232
60,_SE-L2-cdEeet0YmmfbMwkw,CF1,99.7453
61,_SE-L2-cdEeet0YmmfbMwkw,CF1,99.0484
62,_SE-L2-cdEeet0YmmfbMwkw,CF1,99.7542
63,_SE-L2-cdEeet0YmmfbMwkw,CF1,98.8319
64,_SE-L2-cdEeet0YmmfbMwkw,CF1,97.7713
65,_SE-L2-cdEeet0YmmfbMwkw,CF1,97.8632
66,_SE-L2-cdEeet0YmmfbMwkw,CF1,97.6276
67,_SE-L2-cdEeet0YmmfbMwkw,CF1,96.5046
68,_SE-L2-cdEeet0YmmfbMwkw,CF1,94.6582
69,_SE-L2-cdEeet0YmmfbMwkw,CF1,94.9594
70,_SE-L2-cdEeet0YmmfbMwkw,CF1,93.7068
71,_SE-L2-cdEeet0YmmfbMwkw,CF1,94.1882
72,_SE-L2-cdEeet0YmmfbMwkw,CF1,94.3696
73,_SE-L2-cdEeet0YmmfbMwkw,CF1,94.725
74,_SE-L2-cdEeet0YmmfbMwkw,CF1,94.2855
75,_SE-L2-cdEeet0YmmfbMwkw,CF1,94.7331
76,_SE-L2-cdEeet0YmmfbMwkw,CF1,95.8215
77,_SE-L2-cdEeet0YmmfbMwkw,CF1,95.7416
78,_SE-L2-cdEeet0YmmfbMwkw,CF1,97.0157
79,_SE-L2-cdEeet0YmmfbMwkw,CF1,96.3133
80,_SE-L2-cdEeet0YmmfbMwkw,CF1,98.0178
81,_SE-L2-cdEeet0YmmfbMwkw,CF1,97.7783
82,_SE-L2-cdEeet0YmmfbMwkw,CF1,99.1418
83,_SE-L2-cdEeet0YmmfbMwkw,CF1,98.2763
84,_SE-L2-cdEeet0YmmfbMwkw,CF1,98.4935
85,_SE-L2-cdEeet0YmmfbMwkw,CF1,98.1745
86,_SE-L2-cdEeet0YmmfbMwkw,CF1,97.6711
87,_SE-L2-cdEeet0YmmfbMwkw,CF1,99.1924
88,_SE-L2-cdEeet0YmmfbMwkw,CF1,97.5449
89,_SE-L2-cdEeet0YmmfbMwkw,CF1,98.5384
90,_SE-L2-cdEeet0YmmfbMwkw,CF1,100.1413
91,_SE-L2-cdEeet0YmmfbMwkw,CF1,103.2034
92,_SE-L2-cdEeet0YmmfbMwkw,CF1,102.6295
93,_SE-L2-cdEeet0YmmfbMwkw,CF1,102.7553
94,_SE-L2-cdEeet0YmmfbMwkw,CF1,101.5853
95,_SE-L2-cdEeet0YmmfbMwkw,CF1,101.0114
96,_SE-L2-cdEeet0YmmfbMwkw,CF1,102.8716
97,_SE-L2-cdEeet0YmmfbMwkw,CF1,101.9185
98,_SE-L2-cdEeet0YmmfbMwkw,CF1,102.1191
99,_SE-L2-cdEeet0YmmfbMwkw,CF1,100.8674
100,_SE-L2-cdEeet0YmmfbMwkw,CF1,98.5432
101,_SE-L4ucdEeet0YmmfbMwkw,CF1,10.1512
102,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.601
103,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.1008
104,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.4714
105,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.2344
106,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.5033
107,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6901
108,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.294
109,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.5557
110,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.4267
111,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.5958
112,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6375
113,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6993
114,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.7505
115,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.5189
116,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.9098
117,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.9585
118,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.2402
119,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.0529
120,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.6735
121,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.7946
122,_SE-L4ucdEeet0YmmfbMwkw,CF1,10.3478
123,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.6945
124,_SE-L4ucdEeet0YmmfbMwkw,CF1,11.0475
125,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.9141
126,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.7558
127,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4019
128,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.2441
129,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.0026
130,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.1644
131,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.6261
132,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.7579
133,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.0337
134,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.7445
135,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.3625
136,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.7928
137,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.3216
138,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.5429
139,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.3342
140,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.8295
141,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.0305
142,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.1013
143,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.5494
144,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.8399
145,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.0089
146,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.3137
147,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.3578
148,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.1032
149,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.4258
150,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.7347
151,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.9109
152,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.693
153,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.3017
154,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.2196
155,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.1496
156,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.7152
157,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.1449
158,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.3079
159,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.3067
160,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.75
161,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.1019
162,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.9456
163,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.1103
164,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.7686
165,_SE-L4ucdEeet0YmmfbMwkw,CF1,8.8747
166,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.0595
167,_SE-L4ucdEeet0YmmfbMwkw,CF1,10.2786
168,_SE-L4ucdEeet0YmmfbMwkw,CF1,10.9173
169,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.9251
170,_SE-L4ucdEeet0YmmfbMwkw,CF1,9.7603
171,_SE-L4ucdEeet0YmmfbMwkw,CF1,11.4621
172,_SE-L4ucdEeet0YmmfbMwkw,CF1,12.1051
173,_SE-L4ucdEeet0YmmfbMwkw,CF1,12.8974
174,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.0046
175,_SE-L4ucdEeet0YmmfbMwkw,CF1,14.4321
176,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.8856
177,_SE-L4ucdEeet0YmmfbMwkw,CF1,15.3708
178,_SE-L4ucdEeet0YmmfbMwkw,CF1,14.2685
179,_SE-L4ucdEeet0YmmfbMwkw,CF1,14.919
180,_SE-L4ucdEeet0YmmfbMwkw,CF1,12.2649
181,_SE-L4ucdEeet0YmmfbMwkw,CF1,11.7597
182,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.5665
183,_SE-L4ucdEeet0YmmfbMwkw,CF1,12.8705
184,_SE-L4ucdEeet0YmmfbMwkw,CF1,10.5062
185,_SE-L4ucdEeet0YmmfbMwkw,CF1,11.4735
186,_SE-L4ucdEeet0YmmfbMwkw,CF1,11.994
187,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.2214
188,_SE-L4ucdEeet0YmmfbMwkw,CF1,12.8718
189,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.7213
190,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.5768
191,_SE-L4ucdEeet0YmmfbMwkw,CF1,14.7557
192,_SE-L4ucdEeet0YmmfbMwkw,CF1,14.241
193,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.8493
194,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.5443
195,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.3841
196,_SE-L4ucdEeet0YmmfbMwkw,CF1,12.6203
197,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.6031
198,_SE-L4ucdEeet0YmmfbMwkw,CF1,13.1087
199,_SE-L4ucdEeet0YmmfbMwkw,CF1,14.031
200,_SE-L4ucdEeet0YmmfbMwkw,CF1,14.5385
201,_SE-L4ucdEeet0YmmfbMwkw,CF1,15.5712
202,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9673
203,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.872
204,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.2467
205,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.2743
206,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.2633
207,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.3689
208,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.3956
209,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.4248
210,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9291
211,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.3246
212,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.8563
213,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.662
214,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.8018
215,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.2303
216,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6585
217,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9031
218,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9709
219,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.332
220,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.6155
221,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5518
222,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.5551
223,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6427
224,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7033
225,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.6641
226,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.3382
227,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.2647
228,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.5074
229,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.3368
230,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.1149
231,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.6711
232,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.3473
233,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.2887
234,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.4297
235,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.8352
236,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.0165
237,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.0815
238,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.5931
239,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.1644
240,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9691
241,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.2009
242,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.7052
243,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.5207
244,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.4216
245,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.4618
246,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.3188
247,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.575
248,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.8042
249,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.6551
250,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.0343
251,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.2806
252,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.6481
253,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.6429
254,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.7398
255,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.416
256,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.5933
257,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.8032
258,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.2336
259,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.1035
260,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.726
261,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.1824
262,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.9489
263,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.7063
264,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.076
265,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.6953
266,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.7582
267,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.3325
268,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.6665
269,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.3291
270,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.0834
271,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.7299
272,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.4435
273,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7877
274,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.844
275,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.6092
276,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.0163
277,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.5751
278,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.3422
279,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.4427
280,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.7198
281,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.2169
282,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.7677
283,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9289
284,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.2413
285,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.8676
286,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.396
287,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.6418
288,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6033
289,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6125
290,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.7354
291,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7324
292,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.6522
293,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.9258
294,_SE-L5ecdEeet0YmmfbMwkw,CF1,9.4603
295,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.2841
296,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.0141
297,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.7497
298,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.3173
299,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.6127
300,_SE-L5ecdEeet0YmmfbMwkw,CF1,12.0155
301,_SE-L5ecdEeet0YmmfbMwkw,CF1,11.7995
302,_SE-L5ecdEeet0YmmfbMwkw,CF1,10.7156
303,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0088
304,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.2598
305,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6108
306,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.3349
307,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.301
308,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.9131
309,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.6346
310,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.2251
311,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.282
312,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.8211
313,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.8997
314,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.8395
315,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9777
316,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.8733
317,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0195
318,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5517
319,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1513
320,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.5061
321,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6415
322,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.325
323,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.2631
324,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.2871
325,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.4511
326,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.3639
327,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.9125
328,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.1467
329,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.0346
330,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.3308
331,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.9502
332,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0951
333,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.6173
334,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.5271
335,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.3697
336,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.7289
337,_SE-L8ecdEeet0YmmfbMwkw,CF3,1.798
338,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.513
339,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.2007
340,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.2851
341,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.1355
342,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.7453
343,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1675
344,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1989
345,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.0627
346,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.7193
347,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.6815
348,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.7317
349,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1582
350,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.4631
351,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3605
352,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.1513
353,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2056
354,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0307
355,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.563
356,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.2561
357,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.1643
358,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.6407
359,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.2459
360,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.5093
361,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.7115
362,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.5825
363,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.0393
364,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.1415
365,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.9784
366,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.087
367,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.5788
368,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1004
369,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.8002
370,_SE-L8ecdEeet0YmmfbMwkw,CF3,9.2602
371,_SE-L8ecdEeet0YmmfbMwkw,CF3,9.8635
372,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.8337
373,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.6134
374,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.7966
375,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.436
376,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.7757
377,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.929
378,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.8636
379,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.0517
380,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.2665
381,_SE-L8ecdEeet0YmmfbMwkw,CF3,9.1768
382,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.6012
383,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.6942
384,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.7521
385,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.2678
386,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.4771
387,_SE-L8ecdEeet0YmmfbMwkw,CF3,7.7654
388,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.2558
389,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.637
390,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.0569
391,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.047
392,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5017
393,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1862
394,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.1604
395,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.0477
396,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.9769
397,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.4192
398,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.1503
399,_SE-L8ecdEeet0YmmfbMwkw,CF3,6.7791
400,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.8612
401,_SE-L8ecdEeet0YmmfbMwkw,CF3,9.1826
402,_SE-L8ecdEeet0YmmfbMwkw,CF3,9.9614
403,_SE-L8ecdEeet0YmmfbMwkw,CF3,8.7061
404,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.8443
405,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.4044
406,_SE-L_ecdEeet0YmmfbMwkw,CF1,5.0669
407,_SE-L_ecdEeet0YmmfbMwkw,CF1,6.7845
408,_SE-L_ecdEeet0YmmfbMwkw,CF1,6.3888
409,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.6476
410,_SE-L_ecdEeet0YmmfbMwkw,CF1,4.1829
