,Optimal_Affected_Component_Uid,Optimal_Failure,ln
49,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.9939
50,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.8672
51,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.9341
52,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.8385
53,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.3993
54,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.1124
55,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.4814
56,_SE-L2-cdEeet0YmmfbMwkw,CF1,49.9666
57,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.6855
58,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.565
59,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.9374
60,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.6295
61,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.4958
62,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.1858
63,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.0561
64,_SE-L2-cdEeet0YmmfbMwkw,CF1,49.696
65,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.1975
66,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.102
67,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.5111
68,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.7807
69,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.9041
70,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.4973
71,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.1581
72,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.6092
73,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.4039
74,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.4058
75,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.0049
76,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.2508
77,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.595
78,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.1601
79,_SE-L2-cdEeet0YmmfbMwkw,CF1,52.0888
80,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.8614
81,_SE-L2-cdEeet0YmmfbMwkw,CF1,49.6124
82,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.2628
83,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.7332
84,_SE-L2-cdEeet0YmmfbMwkw,CF1,49.4469
85,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.626
86,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.3253
87,_SE-L2-cdEeet0YmmfbMwkw,CF1,49.6788
88,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.7775
89,_SE-L2-cdEeet0YmmfbMwkw,CF1,49.935
90,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.1902
91,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.4642
92,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.4956
93,_SE-L2-cdEeet0YmmfbMwkw,CF1,49.9804
94,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.3426
95,_SE-L2-cdEeet0YmmfbMwkw,CF1,52.1222
96,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.3837
97,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.4953
98,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.9073
99,_SE-L2-cdEeet0YmmfbMwkw,CF1,51.9187
100,_SE-L2-cdEeet0YmmfbMwkw,CF1,50.7653
101,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4091
102,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.0717
103,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.6492
104,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.1704
105,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.0718
106,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.2742
107,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.037
108,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4894
109,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.0341
110,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4541
111,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4764
112,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.8022
113,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.4979
114,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.776
115,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.1552
116,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.8736
117,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.5058
118,_SE-L4ucdEeet0YmmfbMwkw,CF1,4.756
119,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9506
120,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.1218
121,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.547
122,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6678
123,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.554
124,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.3023
125,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4839
126,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.2703
127,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9295
128,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.8962
129,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.338
130,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.1298
131,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.2063
132,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.3286
133,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.8744
134,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.3684
135,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.5245
136,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9157
137,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.8735
138,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.4017
139,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.4165
140,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9079
141,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.7276
142,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9488
143,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.267
144,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.7991
145,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.3079
146,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4387
147,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9839
148,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9301
149,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6449
150,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.5911
151,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4496
152,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9249
153,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.2004
154,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.6729
155,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6554
156,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6238
157,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.5516
158,_SE-L4ucdEeet0YmmfbMwkw,CF1,7.0268
159,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4322
160,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6824
161,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.0928
162,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.064
163,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.922
164,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9078
165,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.6526
166,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.7063
167,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.1833
168,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.4552
169,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.8112
170,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.2713
171,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.6845
172,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.1399
173,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.122
174,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.2934
175,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6707
176,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.7971
177,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.7713
178,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.6233
179,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.638
180,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9986
181,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.1756
182,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.8609
183,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.1301
184,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.5209
185,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.3447
186,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.204
187,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.154
188,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.0535
189,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9628
190,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.8216
191,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.2845
192,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.8207
193,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.1474
194,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.3806
195,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.9514
196,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.6729
197,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.0683
198,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.3087
199,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.2822
200,_SE-L4ucdEeet0YmmfbMwkw,CF1,5.8403
201,_SE-L4ucdEeet0YmmfbMwkw,CF1,6.9761
202,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6912
203,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0397
204,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.9797
205,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7609
206,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7084
207,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1908
208,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.692
209,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3273
210,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.4957
211,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4259
212,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3413
213,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.7864
214,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2047
215,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.1175
216,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7248
217,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5702
218,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0449
219,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.705
220,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0959
221,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7879
222,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3622
223,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.127
224,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3227
225,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3583
226,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.592
227,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4961
228,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.054
229,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8791
230,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7551
231,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3614
232,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2532
233,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4685
234,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0441
235,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.9436
236,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4398
237,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.432
238,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0645
239,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2311
240,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8935
241,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4776
242,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.2138
243,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8493
244,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.2237
245,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3684
246,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7602
247,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.9651
248,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.5968
249,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3624
250,_SE-L5ecdEeet0YmmfbMwkw,CF1,7.1243
251,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.9734
252,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.2233
253,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.9908
254,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0787
255,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.2009
256,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5476
257,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.6379
258,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.8295
259,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0252
260,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.9408
261,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.2762
262,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.2512
263,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3318
264,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4986
265,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.0971
266,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1675
267,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.802
268,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5952
269,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0448
270,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3952
271,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5617
272,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3493
273,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8965
274,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.8132
275,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3224
276,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.6937
277,_SE-L5ecdEeet0YmmfbMwkw,CF1,3.4739
278,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.9487
279,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3595
280,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.9195
281,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7442
282,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.7522
283,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1478
284,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1344
285,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.8933
286,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0615
287,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.9147
288,_SE-L5ecdEeet0YmmfbMwkw,CF1,4.8662
289,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.9171
290,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.1833
291,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3916
292,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.3202
293,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5311
294,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.3811
295,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.7146
296,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.5625
297,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5262
298,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.4708
299,_SE-L5ecdEeet0YmmfbMwkw,CF1,5.5603
300,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.0686
301,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.2741
302,_SE-L5ecdEeet0YmmfbMwkw,CF1,6.4281
303,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5969
304,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.6343
305,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5816
306,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8629
307,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2608
308,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9562
309,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9229
310,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8028
311,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2645
312,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.362
313,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2518
314,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.6976
315,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.4198
316,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7114
317,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1229
318,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0638
319,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0316
320,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.4864
321,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.4341
322,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5098
323,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.035
324,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3092
325,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6204
326,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1152
327,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5555
328,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2324
329,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8149
330,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5566
331,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.8523
332,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9682
333,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2586
334,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0907
335,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.4026
336,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1048
337,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3018
338,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8449
339,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.9834
340,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0253
341,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6252
342,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3633
343,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2413
344,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1335
345,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.147
346,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3499
347,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3173
348,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7871
349,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2984
350,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8936
351,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.44
352,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3083
353,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1667
354,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0174
355,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5921
356,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8423
357,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2375
358,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8969
359,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.6652
360,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.3169
361,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6979
362,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3084
363,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5403
364,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.9178
365,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.9479
366,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0532
367,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7331
368,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.5102
369,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3271
370,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.7741
371,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6461
372,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8234
373,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1202
374,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2226
375,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0949
376,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2362
377,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.549
378,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.4449
379,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3602
380,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6667
381,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7735
382,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2222
383,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.306
384,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.6238
385,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0494
386,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3579
387,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9868
388,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1785
389,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.7368
390,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.3704
391,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9277
392,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1144
393,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.0361
394,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9296
395,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.1981
396,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.2707
397,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1418
398,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.251
399,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.9112
400,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.832
401,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.709
402,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1891
403,_SE-L8ecdEeet0YmmfbMwkw,CF3,3.8501
404,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.036
405,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.7983
406,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.3623
407,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.7912
408,_SE-L_ecdEeet0YmmfbMwkw,CF1,2.9682
409,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.2878
410,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.2164
